Col1,Col2,Col3,Col4
149,310,273,209
169,367,254,234
135,37,33,170
227,219,33,38
245,106,28,187
54,158,363,161
62,24,363,61
123,349,363,33
312,108,74,282
115,267,87,83
391,181,326,190
36,231,68,47
168,377,311,170
51,171,169,150
311,120,57,186
102,90,307,358
268,92,74,327
108,63,95,316
46,82,307,276
45,253,345,381
319,40,368,146
148,125,311,131
212,242,111,155
331,344,378,57
159,196,161,186
52,291,211,310
380,205,397,267
341,231,312,23
221,327,320,122
164,361,154,91
322,224,209,39
166,56,369,322
394,121,165,172
375,39,232,23
305,135,111,261
346,40,329,127
262,79,329,335
328,391,392,234
358,385,230,156
284,195,342,35
339,399,274,321
160,364,328,43
384,240,127,354
186,253,128,375
341,31,144,126
350,30,287,242
120,201,306,88
347,182,293,255
50,205,209,196
81,211,26,109
151,292,44,110
172,31,367,100
34,92,72,178
371,85,295,120
194,349,234,86
188,310,361,239
369,361,261,354
309,332,360,171
23,257,384,292
71,395,184,223
85,293,65,49
384,192,262,138
95,381,290,107
266,272,363,111
359,72,273,180
109,213,158,313
368,273,266,230
262,168,379,158
255,254,41,135
249,206,98,206
358,173,216,151
376,74,310,96
54,363,260,48
229,147,318,262
126,120,132,252
136,382,381,395
270,363,274,339
68,378,158,387
243,364,102,281
36,165,224,78
241,335,95,366
50,292,32,370
300,244,350,250
251,395,210,268
87,67,394,164
65,388,40,184
262,218,345,381
51,343,359,312
38,180,110,245
237,214,95,231
252,131,211,183
45,327,380,173
145,157,379,399
303,163,237,382
217,292,149,41
333,110,80,129
53,73,266,148
150,140,119,222
132,307,392,64
196,294,383,254
152,267,244,283
369,371,110,270
318,141,52,29
192,120,284,33
26,391,338,267
86,104,79,384
124,78,389,29
283,267,327,69
47,110,282,93
81,145,105,130
167,66,266,108
151,121,371,230
326,145,274,393
80,84,140,197
377,355,396,297
210,71,28,164
239,111,26,151
101,346,100,287
359,339,159,63
51,320,303,239
358,192,191,126
342,387,237,177
56,299,96,111
305,392,208,368
205,50,126,256
341,33,81,333
365,253,280,70
49,291,30,87
53,281,329,109
351,272,330,327
305,376,200,370
234,42,291,216
117,329,199,208
179,378,304,166
240,129,186,327
253,65,168,290
69,218,257,122
94,369,166,42
155,104,229,356
260,228,52,286
224,139,151,235
119,21,36,208
261,220,60,86
318,306,131,126
271,212,34,96
343,167,384,171
181,398,84,199
279,208,367,39
119,313,161,70
197,399,70,134
88,330,384,145
65,266,123,194
76,308,325,255
306,135,71,85
269,129,205,43
41,260,73,211
68,270,188,364
243,233,113,309
317,394,34,54
190,239,45,152
185,157,37,306
109,317,51,36
187,178,139,20
394,86,26,178
66,348,53,262
190,111,370,91
263,311,215,119
389,106,43,32
41,27,161,301
349,127,182,260
373,138,324,120
283,54,245,59
347,116,249,84
43,92,155,131
52,367,377,95
93,133,392,47
375,276,328,321
388,383,37,217
216,240,27,334
211,191,204,303
132,383,258,95
317,247,96,43
360,384,166,208
49,204,326,209
349,356,232,325
158,148,394,91
94,101,264,221
69,251,326,229
327,226,27,189
179,90,391,311
267,133,163,365
187,325,166,349
300,147,146,381
73,235,343,384
28,369,36,168
167,123,248,121
45,192,259,206
45,136,396,336
236,374,315,102
135,172,398,377
191,111,384,347
283,26,353,305
36,150,35,250
33,76,362,204
97,286,57,294
277,104,321,379
248,184,264,343
135,21,92,290
220,369,315,207
348,245,343,367
236,301,332,338
229,298,322,132
266,39,378,130
290,302,391,347
239,167,313,232
228,255,189,172
33,367,308,231
383,256,328,301
363,210,304,160
88,349,236,71
79,383,400,74
59,115,42,57
119,370,271,153
111,335,65,66
133,122,373,385
197,363,84,231
242,227,168,219
344,328,236,379
122,333,321,84
203,327,124,370
389,83,137,46
380,191,65,50
115,400,214,151
51,226,318,212
346,71,269,283
243,106,280,234
197,284,187,215
283,238,345,89
160,38,356,219
190,385,240,246
303,168,166,129
123,290,24,391
338,48,63,269
273,236,210,214
263,235,334,358
109,241,334,221
164,250,116,97
178,393,160,23
348,317,92,320
262,198,132,28
334,41,354,115
37,379,199,26
43,104,321,105
240,357,311,92
133,23,376,335
103,22,180,218
176,50,165,112
147,283,321,148
157,120,263,123
80,389,78,124
238,321,108,63
366,385,320,251
346,110,142,111
396,347,399,239
84,105,221,124
140,365,362,243
249,180,40,48
355,62,119,184
331,263,268,47
201,153,361,195
210,371,147,240
264,114,285,108
305,57,46,303
309,152,359,302
260,93,176,324
304,248,373,23
107,250,313,391
289,53,292,67
181,325,298,286
156,312,219,282
395,364,116,44
263,390,326,50
155,359,163,171
50,147,393,279
280,326,130,332
202,236,250,171
170,297,349,60
330,329,342,345
52,395,114,364
160,171,255,342
159,41,117,222
393,288,20,49
373,53,82,275
100,64,128,341
84,109,97,310
371,25,317,128
85,282,293,218
99,105,346,101
169,39,26,377
192,272,281,337
90,55,183,279
268,386,24,253
107,134,185,70
213,370,128,177
197,186,121,369
224,259,137,143
150,344,228,272
309,216,207,190
20,330,345,197
388,129,312,233
175,312,200,377
166,107,303,367
190,47,190,363
369,125,99,339
383,359,254,328
249,99,86,229
275,27,230,158
306,187,26,287
111,265,235,248
323,116,109,21
147,188,343,140
60,37,172,67
291,192,139,211
367,83,226,338
31,278,370,154
54,278,168,34
158,265,313,183
137,74,269,260
219,311,293,37
261,155,81,332
187,127,140,281
121,215,342,330
323,313,157,24
80,369,201,153
140,325,286,200
93,373,46,58
386,392,253,399
311,24,163,162
211,322,189,48
212,134,22,284
220,104,228,264
57,128,176,55
269,301,336,374
287,150,132,379
125,178,357,180
393,349,154,330
46,336,382,265
131,366,74,336
350,349,100,399
34,288,353,55
280,177,288,328
251,362,329,344
229,176,376,280
180,172,38,341
175,154,317,378
211,365,52,144
240,320,193,283
359,245,131,179
101,373,180,152
276,175,60,195
343,199,343,239
347,48,98,96
341,324,71,218
226,289,313,199
376,370,262,233
191,343,31,328
183,117,341,47
46,201,313,113
133,242,236,265
262,81,28,251
267,65,322,71
285,272,128,288
307,187,54,248
214,146,34,137
322,35,159,112
76,47,83,150
389,110,26,146
30,173,314,265
377,57,186,284
189,39,197,124
44,174,166,223
292,366,340,23
52,128,246,357
327,342,389,239
234,43,287,231
363,27,61,220
159,285,332,285
227,70,334,183
240,323,99,298
390,396,247,356
396,36,369,185
369,301,233,320
359,261,129,80
256,352,196,333
256,132,62,250
308,94,79,319
136,363,257,308
105,173,117,264
271,246,150,364
306,82,94,300
103,338,147,331
265,192,333,282
137,398,40,208
63,113,319,269
122,341,204,335
246,298,258,351
192,222,37,220
264,31,262,145
187,297,316,163
215,185,90,79
373,121,194,296
338,145,91,59
242,274,177,327
283,340,383,251
170,350,299,384
368,223,115,228
168,58,191,60
185,395,53,156
247,193,216,117
379,24,78,258
251,140,365,56
48,279,184,35
275,279,162,359
289,221,250,232
274,71,99,216
30,331,170,274
356,155,379,180
187,366,271,306
95,373,89,200
37,164,315,89
54,231,209,323
290,306,159,242
399,250,334,184
229,72,284,98
47,43,119,97
165,180,360,230
295,302,369,76
293,210,399,361
334,361,221,28
79,25,50,166
225,226,316,297
241,400,211,318
286,219,235,377
101,163,260,246
218,328,348,400
376,85,329,294
363,136,313,232
214,369,286,50
298,260,295,78
361,307,84,161
338,382,228,153
92,343,135,114
239,287,219,74
162,74,376,130
360,352,76,293
374,224,22,259
235,396,242,256
398,147,139,201
174,40,379,337
22,209,343,113
288,35,135,392
341,45,123,136
117,352,384,153
330,97,69,342
139,59,166,108
34,360,212,225
35,102,210,351
331,243,365,38
177,392,35,245
90,22,40,320
65,198,107,60
106,296,267,44
91,88,97,336
139,130,322,127
388,158,295,212
82,150,77,230
64,313,179,92
148,98,255,67
315,331,395,170
98,114,111,159
206,89,86,357
268,152,396,152
61,150,256,23
218,345,175,398
358,157,348,193
211,159,240,140
255,373,253,147
95,349,82,116
155,131,199,144
155,174,396,130
216,129,28,134
375,260,295,155
121,344,85,362
361,223,62,109
33,83,308,71
116,380,355,362
144,23,388,49
31,153,103,393
73,359,339,381
231,30,243,314
193,96,343,221
101,276,318,161
57,137,31,259
53,135,321,354
399,124,41,87
280,57,399,362
166,76,67,324
69,174,356,75
135,122,350,300
332,389,293,231
232,120,315,218
306,398,353,357
90,240,358,29
344,38,92,102
70,51,363,134
133,215,70,328
219,334,279,138
33,319,174,135
246,145,367,336
397,321,187,236
185,298,185,23
140,34,326,313
24,113,68,34
232,201,31,199
182,371,236,32
375,318,370,186
38,354,217,397
49,21,27,380
135,150,88,172
327,270,358,232
61,215,304,363
71,184,89,328
112,356,241,32
359,326,23,55
194,183,220,379
158,192,30,68
121,117,235,92
397,96,276,354
286,286,356,251
34,176,40,392
204,312,176,361
294,21,139,110
320,394,386,89
55,307,305,150
312,87,194,121
25,261,228,60
226,73,110,233
369,335,308,66
220,261,177,202
49,315,176,313
63,394,186,53
182,289,151,27
306,204,258,36
110,255,116,324
39,289,259,214
248,307,341,355
317,80,366,173
182,122,305,242
192,278,241,301
353,327,277,145
289,27,255,29
134,143,86,393
109,214,20,222
296,100,195,323
311,103,53,94
358,265,281,295
275,147,44,244
205,146,188,167
176,167,174,393
83,72,257,205
105,135,135,157
120,122,60,78
320,392,76,383
76,167,55,63
348,279,58,317
388,306,394,267
367,366,40,31
376,145,204,310
253,174,98,122
387,209,188,121
84,168,245,100
194,182,351,369
44,256,225,164
58,22,376,75
275,243,261,123
325,230,204,41
223,170,292,172
305,46,220,289
360,364,313,286
97,152,21,258
264,374,241,173
350,273,152,301
116,200,160,392
56,336,224,220
59,135,52,389
284,179,276,204
162,245,283,301
78,281,181,237
42,305,90,312
86,194,367,340
302,381,248,397
180,357,209,368
121,332,20,257
156,361,385,43
327,136,52,306
353,373,224,152
399,203,241,325
275,73,31,71
40,241,349,344
286,282,152,268
144,366,274,87
335,299,363,259
203,208,88,368
332,328,56,91
338,314,67,304
391,276,387,222
75,72,248,182
292,47,250,299
304,357,233,75
171,385,80,164
374,373,189,108
73,23,102,358
267,234,128,54
302,40,350,345
211,136,346,391
127,290,22,166
277,126,65,82
165,95,107,307
39,79,26,281
79,42,252,51
81,366,332,117
182,362,304,195
292,364,268,386
295,109,211,284
398,158,361,136
279,114,51,291
176,121,374,269
375,342,120,221
37,400,138,332
258,374,34,370
254,152,34,384
274,280,397,331
289,128,273,203
154,220,321,152
50,377,272,152
166,63,338,300
263,127,333,206
183,102,288,349
337,286,362,397
225,133,110,213
379,340,139,358
87,108,118,328
383,95,302,248
255,203,128,333
114,353,126,321
374,57,91,43
241,389,221,361
40,64,171,355
253,157,98,76
108,134,189,265
119,61,311,32
366,290,319,85
236,144,358,260
277,63,225,211
352,161,378,371
351,382,140,219
125,23,231,35
124,253,314,177
34,128,66,320
327,40,48,216
68,374,128,172
106,119,152,325
373,146,271,294
172,143,131,22
235,90,116,328
98,266,369,310
242,366,320,153
356,76,214,372
40,67,252,281
86,276,398,131
339,284,90,395
306,306,196,297
78,194,398,324
84,264,304,299
71,224,238,373
201,357,292,359
122,177,50,165
190,278,154,112
336,173,130,344
93,193,171,398
115,306,199,209
395,106,229,178
196,196,112,27
370,289,89,201
69,45,338,386
297,262,240,151
123,328,27,188
175,368,182,230
145,96,72,243
198,391,80,67
353,69,398,97
353,63,396,344
285,258,262,309
73,246,300,215
329,303,352,381
226,312,254,209
271,336,63,174
166,216,312,161
376,277,27,45
394,166,135,308
201,115,289,333
261,289,98,171
250,318,121,268
346,351,111,158
385,304,333,244
306,358,146,369
171,234,112,353
299,48,95,287
125,371,117,174
39,111,357,185
395,281,157,129
383,325,322,178
81,101,48,247
144,154,155,366
151,267,174,240
76,220,282,379
57,224,106,218
150,305,114,143
301,133,147,365
332,36,345,250
34,35,230,152
23,123,372,30
50,174,81,393
40,252,85,50
342,330,69,108
219,377,118,371
354,34,290,282
388,291,180,168
337,113,53,250
288,388,300,259
222,90,88,82
33,23,87,289
137,358,276,202
66,345,256,360
105,393,215,43
195,44,271,147
26,224,243,400
67,217,57,36
29,48,319,68
229,351,359,206
372,216,334,102
295,332,296,112
303,277,53,340
179,209,395,80
88,353,350,83
323,152,375,338
220,173,183,49
37,101,390,117
159,117,394,141
69,354,246,152
167,346,377,359
360,315,129,77
210,395,202,126
194,68,259,229
389,221,368,315
184,233,303,389
27,148,265,147
335,187,323,337
128,116,54,109
109,285,363,152
140,272,396,281
148,286,57,315
186,313,315,118
269,357,43,262
212,243,291,292
76,361,166,46
87,299,338,238
130,340,388,334
103,296,312,314
376,39,311,37
238,281,325,293
63,327,246,272
386,200,116,149
337,132,392,248
88,315,371,291
214,97,99,115
226,386,94,30
147,396,185,135
306,144,192,225
223,129,95,59
348,129,378,291
203,244,237,36
266,350,238,387
43,40,256,98
45,26,194,56
362,73,160,105
384,176,389,303
136,127,335,340
360,165,234,108
152,294,178,22
76,179,99,261
86,327,261,80
54,175,127,105
283,398,57,246
362,196,265,179
46,254,368,261
68,177,44,366
386,276,69,181
206,52,23,285
84,82,217,213
144,313,226,233
306,62,213,219
385,22,337,73
377,199,199,327
239,41,24,372
30,175,26,203
35,215,135,385
273,63,157,39
362,34,310,215
232,326,218,275
168,189,318,337
93,257,390,260
175,141,254,70
389,170,327,248
324,284,343,176
180,40,234,122
312,140,374,136
79,399,223,191
132,141,335,23
208,391,254,46
285,68,305,354
288,353,110,39
260,243,54,171
289,334,37,158
260,277,300,84
370,71,80,252
52,355,52,288
226,236,355,111
390,180,149,124
382,393,395,270
34,176,83,115
187,301,346,276
68,315,351,359
225,340,24,292
78,320,180,307
160,122,119,89
168,372,50,73
369,399,315,241
65,189,211,152
155,164,298,358
55,297,219,347
373,180,225,328
207,43,149,123
160,285,47,54
176,281,270,363
196,81,255,358
28,216,119,231
281,209,165,259
234,374,162,43
65,250,198,83
210,93,290,88
216,292,116,48
276,331,162,95
169,38,156,145
322,47,71,112
322,148,347,39
339,35,340,261
218,39,321,25
320,302,63,388
351,193,143,186
163,198,62,214
352,274,182,357
390,154,36,169
88,165,46,150
238,355,294,371
31,63,30,389
88,351,148,377
31,216,373,262
54,253,379,339
275,397,295,337
341,58,330,189
280,120,366,84
112,77,367,29
24,130,379,249
48,68,83,177
234,322,139,203
127,301,202,312
192,200,324,58
235,369,181,138
136,306,59,241
78,88,69,356
42,154,228,191
309,112,27,82
266,30,37,398
104,283,210,122
343,50,190,239
130,48,310,22
246,42,27,139
207,235,330,307
310,69,244,175
189,211,144,225
138,222,117,309
98,232,102,351
229,53,32,282
38,200,251,374
87,60,63,190
73,64,30,171
246,330,214,242
252,309,42,359
233,173,62,237
361,383,50,278
228,93,189,69
103,394,200,318
173,201,188,174
134,59,85,284
171,229,289,306
73,37,223,137
246,276,128,195
332,317,50,229
207,118,156,146
345,206,310,170
237,303,380,211
300,315,55,326
60,262,48,79
70,315,114,290
298,195,230,48
272,229,129,188
102,134,63,29
209,60,167,131
293,92,120,288
334,158,395,92
126,154,344,175
52,337,185,399
34,377,175,399
285,213,146,154
108,384,383,345
323,238,293,229
60,192,298,190
223,270,66,250
283,390,192,239
97,116,304,91
233,45,293,61
381,376,52,59
102,286,158,34
230,312,180,106
179,163,79,76
253,230,73,185
211,88,100,66
329,275,194,399
23,278,67,92
272,116,130,42
58,179,179,196
100,181,378,165
141,216,339,364
305,357,95,149
48,239,315,360
243,227,378,367
224,109,266,212
133,160,235,378
67,127,258,272
30,216,390,369
242,386,360,364
315,70,157,292
275,371,27,141
125,108,287,345
54,337,204,367
326,302,327,270
220,147,42,397
63,202,61,199
322,230,354,34
387,296,59,22
55,74,91,152
289,355,332,109
312,252,253,292
91,63,267,60
25,171,257,22
227,220,233,317
339,235,231,379
119,292,331,230
163,315,218,393
145,285,186,31
109,144,384,73
348,166,130,114
379,373,347,201
327,212,46,226
53,304,364,351
384,63,153,99
149,323,330,219
87,31,297,314
192,154,290,362
317,31,139,184
100,230,293,156
316,37,95,291
90,274,257,67
226,219,111,380
175,213,392,377
152,185,167,379
35,393,358,308
116,124,282,228
226,170,387,42
80,219,316,79
238,103,189,374
293,311,393,35
168,204,168,79
128,71,146,62
162,171,60,88
341,99,362,324
185,261,232,187
196,217,41,329
333,47,350,207
209,122,162,209
379,61,106,184
196,211,246,22
170,109,296,352
71,179,133,79
22,27,337,256
312,121,275,107
120,321,377,359
40,128,395,348
110,275,91,260
396,252,211,290
21,43,266,101
32,353,342,304
376,134,302,245
399,279,277,343
323,388,266,260
144,131,125,199
29,305,246,275
205,293,374,293
54,167,197,289
72,396,167,270
282,152,153,110
52,134,27,353
40,42,293,204
269,360,351,256
286,234,106,52
200,291,197,190
112,271,38,363
20,23,100,366
364,23,373,62
49,201,134,302
310,263,27,102
326,166,295,116
332,319,97,366
287,101,197,299
339,71,390,31
315,220,227,175
325,372,397,146
269,169,283,177
252,358,343,249
103,106,38,372
378,333,203,302
268,151,290,109
29,217,191,130
195,104,21,247
51,261,299,92
82,106,344,304
228,246,251,111
266,176,160,250
249,317,290,43
94,164,212,225
294,356,121,387
176,252,252,358
332,179,378,42
142,268,142,126
226,217,51,288
308,355,75,258
203,340,59,244
43,206,355,185
75,381,310,193
116,345,140,392
42,43,381,338
96,165,249,300
73,104,103,312
325,343,379,316
259,136,366,129
140,158,317,153
289,168,368,317
242,185,35,160
108,285,366,267
380,214,361,186
303,266,21,311
243,271,348,143
193,61,92,339
295,99,278,299
268,326,320,133
47,304,319,318
260,320,172,99
396,96,218,46
296,295,80,172
197,347,230,109
246,368,325,331
158,99,302,102
42,200,159,399
61,86,175,212
245,33,272,187
278,302,50,374
127,267,164,301
25,331,348,355
281,276,252,33
256,315,27,368
52,47,307,188
380,275,368,342
336,64,143,179
164,43,274,348
120,23,187,128
299,45,265,230
129,63,42,354
139,136,321,369
271,377,393,208
384,216,305,334
252,347,74,73
329,58,208,333
54,301,257,314
42,104,72,397
383,172,322,288
107,298,219,164
204,251,392,388
205,108,372,115
334,237,205,99
97,216,255,99
330,194,61,157
95,47,318,225
74,195,246,152
78,330,86,90
398,106,386,295
105,264,360,298
353,291,180,32
399,191,327,111
327,280,178,251
303,202,323,234
303,299,337,73
367,267,129,95
90,115,55,292
341,196,147,354
53,184,339,34
389,86,211,164
280,148,360,90
205,350,84,363
205,158,171,193
303,348,46,161
91,397,191,283
56,45,112,314
34,161,300,281
263,377,148,161
383,185,300,255
143,354,321,146
191,327,276,320
366,178,314,195
39,388,359,355
206,294,365,346
60,227,71,108
73,334,25,288
228,20,264,230
155,174,378,92
172,216,68,245
140,163,238,182
67,186,138,128
310,239,386,88
228,138,70,82
331,332,227,162
321,393,234,308
190,344,398,147
68,295,64,156
169,184,349,37
277,22,368,164
201,297,121,340
378,243,156,273
151,260,268,179
239,169,151,154
389,119,260,37
70,56,164,357
303,38,97,116
348,63,309,188
139,200,184,208
99,148,282,193
276,36,262,219
48,250,276,169
125,61,395,124
117,388,262,219
233,268,55,121
343,356,224,395
90,245,373,319
364,216,206,128
294,111,52,360
249,340,110,133
248,107,30,301
66,321,237,272
306,200,253,124
165,329,115,279
131,149,212,194
291,225,363,271
240,166,170,150
298,183,152,186
32,121,56,85
134,258,317,168
203,319,60,173
302,353,310,327
181,50,272,160
387,121,85,98
227,319,301,144
185,194,25,219
175,349,199,189
221,151,254,29
94,364,361,258
339,353,327,39
39,254,301,379
348,369,318,224
234,61,167,271
60,211,134,80
220,343,189,140
137,282,309,333
223,368,68,398
139,34,109,350
108,348,103,379
106,394,252,309
70,235,249,320
162,37,185,148
232,334,376,264
190,129,310,395
306,399,347,207
372,293,338,356
166,392,210,210
96,303,265,362
268,25,95,88
363,303,67,150
182,368,72,171
369,387,100,331
202,388,356,98
363,394,76,199
199,246,75,315
187,296,132,129
239,192,252,102
157,164,323,48
387,132,171,287
398,173,39,131
26,353,315,166
21,186,267,274
216,304,270,383
170,88,104,370
92,88,211,183
271,291,345,107
253,156,169,315
143,133,309,84
61,158,59,321
107,200,317,101
399,114,312,181
396,107,43,124
108,315,384,150
120,64,77,26
269,76,85,83
392,353,389,350
269,325,60,108
212,145,175,140
256,160,148,336
393,215,178,342
36,368,203,315
274,336,193,107
318,59,37,334
40,232,116,111
163,304,271,92
398,61,328,100
265,352,319,307
331,249,342,187
202,81,75,202
272,345,106,266
72,268,269,78
115,137,245,43
355,135,212,172
201,137,96,105
308,50,318,173
274,166,312,312
318,95,353,83
312,99,327,258
313,163,44,54
142,343,245,38
348,107,209,99
63,363,368,183
101,259,164,118
287,383,242,90
215,138,392,339
389,222,154,378
308,129,148,324
104,42,104,315
151,21,169,186
198,372,21,303
75,77,344,50
379,373,68,265
24,167,275,24
188,70,36,244
201,284,400,211
319,297,158,179
70,364,199,57
240,67,295,86
136,67,227,195
334,327,223,220
306,80,229,109
207,397,255,68
131,352,327,291
132,240,133,148
381,237,306,164
399,122,101,202
110,70,308,62
198,151,221,65
158,124,101,135
376,80,76,209
247,235,296,284
230,194,344,248
187,99,69,373
120,178,152,302
63,156,385,221
233,42,166,187
352,378,226,258
270,271,50,42
187,193,310,190
396,214,116,235
249,294,92,189
320,192,336,122
211,274,308,120
398,368,305,328
247,322,337,361
128,320,224,97
300,170,183,220
360,29,267,64
143,396,199,202
174,117,239,339
161,74,397,165
177,152,215,161
29,345,392,54
164,228,134,58
40,326,355,20
179,302,275,346
281,279,27,338
246,347,369,282
41,359,374,34
140,369,374,71
241,234,126,38
345,277,171,123
361,83,136,22
303,227,151,339
31,104,48,389
289,77,296,134
296,202,286,346
305,51,127,137
96,304,395,255
114,224,354,71
317,267,38,276
238,351,228,46
244,133,193,196
301,71,104,289
392,329,103,120
359,351,112,94
129,131,207,23
261,399,363,345
137,218,279,61
53,238,389,90
285,304,100,158
93,331,310,357
137,345,347,68
291,110,344,166
22,219,121,89
30,75,109,66
234,41,318,384
220,105,252,132
177,173,163,221
318,337,265,56
161,336,102,117
237,83,151,144
292,233,72,314
20,231,274,49
222,84,292,126
150,112,325,128
197,129,295,238
45,72,170,225
342,245,21,161
240,162,43,358
298,359,136,69
71,282,167,169
348,212,64,319
254,334,337,301
220,245,60,379
232,368,34,144
27,125,223,43
147,230,94,271
390,38,183,145
273,123,83,360
31,307,219,384
375,41,179,315
294,323,285,288
96,109,269,175
221,27,364,291
346,239,319,288
57,84,349,127
294,290,207,298
246,270,302,170
305,93,165,130
281,106,319,322
89,193,66,377
45,134,232,23
236,396,65,387
196,217,67,198
246,192,362,115
352,244,368,221
339,313,333,50
390,301,372,92
293,231,364,204
344,242,363,299
391,177,235,394
184,161,157,225
209,287,27,122
222,168,95,236
77,311,178,49
29,181,84,375
54,298,57,53
35,77,83,42
343,34,318,262
105,390,132,328
387,178,134,34
389,186,191,78
65,224,79,283
232,393,239,383
76,158,239,54
69,103,187,61
134,116,237,396
61,278,337,52
96,77,231,352
326,184,39,377
106,385,37,89
326,279,165,206
284,29,237,384
44,20,125,39
248,384,54,206
195,258,43,380
205,382,221,348
212,261,154,254
58,28,311,334
389,161,226,80
147,383,116,86
85,174,216,366
341,246,94,219
360,193,340,52
330,160,77,61
359,274,153,129
163,273,59,278
308,35,162,68
296,157,328,152
276,75,289,400
284,174,355,77
100,34,385,73
372,380,98,307
177,211,329,116
111,214,202,210
155,186,97,152
301,209,290,351
72,69,362,221
46,133,24,391
216,166,364,261
293,86,215,314
323,155,348,204
313,397,174,308
148,78,76,371
42,251,97,256
334,257,93,125
109,97,173,341
396,69,321,223
179,125,367,345
252,359,62,176
171,123,220,147
41,116,36,34
211,129,362,88
239,201,327,376
102,100,22,76
73,236,363,191
74,390,75,259
265,235,186,265
312,116,213,63
385,142,278,94
241,54,115,36
73,307,126,246
186,252,202,257
238,310,245,341
186,207,340,370
140,151,332,150
27,183,183,241
385,38,79,365
188,260,35,242
232,284,126,57
99,383,162,22
79,122,181,323
309,282,220,76
98,361,215,239
60,180,162,369
300,230,55,132
396,224,155,46
396,354,55,369
89,124,174,220
230,373,373,143
169,232,392,190
358,238,201,122
184,365,181,122
248,249,304,375
193,73,324,193
190,201,91,331
353,269,223,278
190,282,334,278
46,261,258,220
381,144,339,291
174,334,163,379
135,27,332,312
262,56,329,187
75,267,234,236
146,314,285,383
212,287,176,70
106,378,341,130
399,172,91,285
110,44,157,339
113,23,112,367
309,390,79,223
94,210,278,128
100,101,135,190
300,255,173,259
28,311,73,350
334,129,72,389
213,360,92,298
368,124,353,51
205,58,346,181
108,279,39,119
317,200,198,292
311,244,326,238
282,176,172,168
91,396,299,45
353,262,209,97
116,217,51,362
178,166,231,59
268,385,334,155
58,216,25,347
32,236,259,187
151,229,277,50
199,354,307,149
27,352,333,229
294,263,318,131
206,142,95,304
39,314,364,137
379,242,91,266
187,174,144,321
252,285,137,186
96,88,66,233
196,315,143,236
329,220,50,306
300,152,272,211
360,28,218,358
286,49,188,229
126,193,217,221
391,281,342,79
235,75,376,55
208,327,91,310
389,198,189,313
157,215,284,64
109,106,224,399
66,325,232,250
167,37,225,118
188,145,79,54
267,120,288,263
107,224,197,212
44,75,74,306
235,291,127,264
228,316,275,400
37,154,389,220
222,253,88,185
345,76,307,278
197,305,96,97
323,210,35,302
121,241,276,134
372,61,238,303
370,225,104,70
74,63,279,384
155,156,80,53
233,49,113,217
245,84,256,25
58,165,191,262
213,229,42,27
315,345,56,395
63,79,170,71
376,248,113,258
300,331,170,319
272,321,154,131
201,193,38,335
86,263,66,323
235,195,388,308
340,359,149,319
70,89,343,355
354,120,135,245
195,225,143,394
37,127,118,111
125,209,390,239
160,43,283,160
323,379,82,181
359,56,112,218
128,276,253,174
331,179,166,385
119,86,184,67
40,62,283,115
61,319,69,222
207,73,154,212
369,35,50,90
380,301,331,184
103,20,25,112
136,349,152,346
51,203,126,140
336,161,171,313
34,218,217,359
121,256,268,147
36,62,341,238
33,39,305,399
344,258,189,141
36,174,44,232
264,359,42,96
380,83,256,226
73,197,366,123
79,142,25,307
42,162,139,356
324,255,374,182
