Col1,Col2,Col3,Col4
100,222,29,152
376,226,239,265
60,247,284,112
371,108,176,66
190,40,300,329
310,70,99,229
287,342,301,198
225,281,344,131
362,301,85,31
244,326,100,184
314,47,245,179
346,265,388,391
188,324,197,355
396,224,58,286
260,153,128,277
176,142,352,204
347,324,236,79
162,323,115,347
152,167,194,282
378,109,292,334
268,258,219,189
76,28,35,388
156,100,162,344
246,219,84,361
24,83,150,304
78,268,157,40
393,261,158,119
174,135,247,107
79,255,324,105
154,376,82,81
94,266,265,231
264,288,258,211
159,132,282,350
39,184,205,220
132,29,202,42
252,313,268,393
188,95,172,72
346,290,277,31
362,239,301,70
177,26,313,365
52,261,129,359
41,304,163,370
396,68,137,102
29,394,134,69
368,27,92,386
26,256,244,324
300,72,162,91
281,387,295,345
296,141,326,161
275,113,370,24
306,56,336,284
398,166,277,331
81,385,225,312
171,140,23,304
273,207,87,171
64,348,142,222
89,26,133,367
121,248,139,259
395,378,108,291
150,159,284,389
190,290,218,301
89,20,86,283
215,298,265,317
88,158,286,72
170,171,247,320
35,289,109,144
182,34,391,170
229,37,189,242
241,312,143,248
372,163,358,325
33,53,41,89
298,324,292,70
126,141,193,324
206,380,257,210
167,320,30,38
75,340,400,276
136,357,262,161
355,127,302,302
77,279,353,398
287,207,94,125
341,49,249,125
189,148,225,200
70,113,159,295
299,136,137,395
154,144,102,399
87,393,332,287
176,160,57,296
96,155,182,285
347,306,56,125
86,332,262,110
381,367,215,294
88,299,47,62
370,309,111,201
247,340,80,54
186,331,289,380
365,304,99,212
34,302,264,236
265,51,349,156
368,149,255,262
108,145,362,310
218,194,95,198
69,60,32,280
156,384,193,42
328,102,249,379
129,69,232,116
285,162,222,218
37,163,295,227
219,109,140,355
39,352,314,190
378,241,230,40
281,220,207,203
143,230,289,98
156,382,312,97
124,264,32,117
84,366,147,203
397,372,60,372
78,174,342,345
268,179,190,345
398,288,202,319
229,171,382,144
392,172,230,250
327,183,320,239
289,59,273,387
371,183,267,237
337,135,85,84
231,371,46,198
303,153,304,115
212,96,370,149
383,103,209,129
87,393,98,63
26,112,289,373
160,291,221,298
302,173,131,305
228,179,109,202
29,157,362,132
244,127,213,226
44,106,94,264
231,109,129,273
398,357,97,362
89,38,114,273
109,70,193,191
321,217,303,103
166,118,33,168
382,286,250,59
311,234,159,319
194,259,167,390
398,268,70,94
210,340,179,215
259,214,197,72
245,227,257,188
153,230,179,325
187,377,182,151
153,107,189,58
249,76,180,52
185,368,326,340
154,75,131,66
57,192,21,101
247,284,100,223
202,240,339,375
354,138,329,35
253,90,73,178
337,89,228,95
142,313,358,203
162,78,71,51
54,266,42,199
52,297,359,380
345,35,392,68
105,125,270,45
212,373,38,126
235,55,357,399
57,183,236,204
297,252,313,120
90,121,340,238
184,93,305,320
113,35,140,295
320,235,323,85
38,304,236,302
251,193,115,156
293,48,375,387
228,54,263,346
48,135,141,347
51,292,251,22
31,128,248,30
61,316,338,332
54,140,161,385
361,325,194,247
315,84,318,379
94,342,67,311
250,307,263,89
73,265,133,58
94,148,61,292
331,255,99,30
367,50,154,251
70,246,290,75
399,243,265,90
202,226,388,313
187,240,120,381
248,305,64,237
370,385,149,214
226,211,196,202
76,296,207,180
241,55,315,333
129,157,43,381
315,217,313,32
90,209,330,45
176,53,29,215
95,84,64,252
35,387,331,202
82,346,396,91
382,232,203,292
140,387,139,112
400,225,233,106
22,179,38,158
367,160,180,360
342,168,272,400
189,75,26,248
35,294,138,327
116,133,320,72
75,236,230,100
193,228,35,240
388,98,106,366
40,363,88,371
193,113,367,20
119,291,238,195
85,212,366,333
286,358,173,318
108,188,317,377
341,290,261,189
258,141,141,90
386,83,227,297
381,242,84,338
185,66,55,202
130,374,45,26
195,325,21,374
36,295,354,224
257,332,185,202
389,382,61,284
22,159,259,317
338,252,277,109
59,366,277,200
157,93,174,167
394,379,287,151
107,37,289,225
275,186,353,129
332,248,390,233
198,327,256,73
367,171,218,328
268,73,224,379
324,20,84,26
376,164,278,80
323,208,251,168
200,214,44,50
329,336,252,229
167,195,165,329
139,295,60,359
173,159,230,26
324,289,393,142
183,45,282,25
330,396,42,316
182,164,183,253
371,98,217,323
350,156,47,286
146,288,359,384
54,354,333,341
199,51,163,198
164,197,54,377
147,295,212,132
251,398,313,200
203,90,100,353
374,145,170,354
156,348,274,221
386,200,275,126
303,370,250,357
21,271,338,219
232,331,58,311
46,264,167,206
380,305,194,41
90,227,195,391
391,270,281,393
135,62,127,217
273,298,106,301
96,139,160,294
296,54,79,96
325,215,249,269
197,41,178,303
124,88,277,392
104,162,382,225
202,65,133,308
175,344,124,368
209,78,182,185
125,190,277,329
397,125,213,164
207,177,214,291
250,293,195,285
108,116,87,110
95,378,178,389
366,89,151,367
139,208,153,280
308,86,287,88
361,226,277,210
292,131,211,25
197,202,335,280
95,107,389,36
85,296,220,357
299,59,299,319
324,212,386,176
393,183,102,186
346,270,95,23
125,234,399,345
41,368,295,260
339,220,307,52
322,113,361,325
175,105,82,233
294,140,361,63
57,204,156,253
336,369,205,114
153,281,372,325
68,300,149,79
278,389,176,216
338,41,313,141
202,268,314,44
163,169,272,50
167,25,222,382
381,117,232,288
280,195,151,84
101,216,63,357
100,171,182,47
312,309,148,133
40,126,45,292
135,233,234,373
169,164,239,223
340,195,153,37
258,268,188,89
156,161,387,230
390,51,93,296
281,150,68,124
350,272,255,273
297,102,211,267
316,80,193,201
160,56,68,159
382,262,62,22
334,301,66,58
258,276,73,68
88,165,345,130
66,260,118,303
252,98,149,139
33,388,363,64
215,131,91,33
77,229,121,381
87,300,105,282
232,361,41,226
135,278,227,220
193,200,210,62
131,174,370,48
316,141,72,96
276,108,269,368
119,360,160,154
242,112,144,140
287,210,235,88
277,125,359,336
197,362,99,260
168,187,390,158
24,191,165,126
357,173,184,59
42,55,229,129
58,22,99,44
73,258,308,49
37,278,348,74
349,34,154,120
227,309,176,200
207,111,139,29
363,330,84,96
34,174,117,322
379,366,277,281
400,36,342,54
95,309,386,318
327,65,282,300
193,143,191,132
90,163,243,136
196,268,116,113
183,234,20,394
283,233,363,71
326,150,99,136
82,48,319,136
246,286,112,187
236,347,182,41
317,248,395,393
299,231,265,323
198,363,169,104
176,276,251,172
361,319,218,264
279,208,62,353
115,82,400,34
88,204,305,167
246,181,106,393
88,235,375,220
295,164,109,293
178,199,154,318
271,212,368,25
114,102,288,394
204,257,20,295
186,324,372,349
190,285,379,126
279,282,178,143
394,95,233,74
296,113,225,247
144,351,81,372
284,28,293,376
347,398,394,399
384,350,178,343
231,146,268,266
254,262,320,179
238,138,244,134
340,274,165,376
90,111,293,357
34,323,300,22
37,307,168,84
36,279,190,320
167,284,373,346
309,149,292,123
122,159,104,318
296,112,115,385
227,24,115,253
112,178,301,322
265,119,111,257
123,392,182,115
224,145,225,121
39,59,214,42
272,272,43,292
260,285,223,296
353,293,105,27
131,254,153,32
30,248,340,336
255,90,224,28
105,83,148,345
390,203,132,152
238,20,53,289
68,164,182,234
169,248,383,236
400,357,262,166
148,398,286,206
357,331,205,357
175,175,230,203
344,381,77,119
83,101,310,264
360,104,333,128
379,399,184,66
71,332,24,98
263,36,172,358
400,28,262,23
27,342,151,318
194,366,188,244
285,393,43,286
37,22,116,42
266,384,361,229
354,76,218,350
27,259,144,126
98,334,27,259
209,307,187,229
341,69,388,205
380,321,33,281
137,83,233,297
383,375,182,394
349,128,233,383
221,93,163,244
215,281,183,126
307,226,27,241
230,127,65,174
360,383,120,67
276,378,80,264
212,121,200,359
271,333,170,160
374,315,337,62
75,69,149,371
119,111,240,297
288,309,329,267
321,199,281,309
146,365,68,180
245,141,113,99
213,244,146,350
139,177,281,234
176,31,287,243
368,166,157,208
395,397,161,119
86,261,74,66
380,372,216,272
41,112,165,185
316,328,391,175
350,30,398,396
77,209,300,344
326,168,299,33
355,137,142,249
30,305,345,210
49,184,41,109
349,299,116,273
316,34,339,328
258,241,216,338
383,35,52,140
304,383,141,398
86,196,242,33
207,184,385,232
62,255,229,83
153,345,202,265
164,131,194,153
203,310,49,146
166,200,271,259
182,137,307,23
44,290,364,116
62,125,308,49
205,331,88,248
55,384,105,263
34,109,166,387
104,306,165,124
131,327,198,269
344,102,89,333
217,172,297,303
257,186,189,231
354,314,395,43
150,384,33,339
147,329,97,293
255,54,165,395
324,100,264,199
241,182,358,70
33,265,269,313
194,279,49,195
307,303,314,160
28,195,133,155
266,210,133,150
308,295,200,273
294,279,157,288
101,357,301,255
344,161,233,223
270,349,209,34
220,348,101,327
320,201,386,62
43,199,203,201
337,236,325,59
55,258,317,234
51,220,361,323
363,89,82,32
140,237,48,185
277,46,92,204
390,94,292,172
160,354,290,136
104,84,321,62
348,196,171,197
33,35,373,276
228,169,347,309
347,325,61,396
169,377,216,256
181,137,324,399
380,57,304,51
219,285,156,49
160,201,191,324
205,201,354,84
99,67,102,170
351,177,240,302
303,208,82,81
172,102,186,366
128,324,27,321
76,253,288,378
80,133,310,135
71,124,321,125
235,20,396,251
97,100,134,353
141,29,32,361
322,159,379,399
244,156,223,97
187,383,366,31
210,291,342,317
63,189,118,385
295,353,106,263
231,216,347,382
219,223,385,101
357,285,375,393
81,78,133,258
65,108,260,88
179,76,32,196
141,40,191,168
347,35,72,71
197,312,144,350
388,260,86,198
245,311,63,28
259,29,193,223
160,181,276,119
277,351,236,303
161,351,137,250
88,119,136,246
22,197,285,91
233,32,218,133
204,228,92,264
261,88,66,218
84,216,317,371
20,239,397,106
128,298,251,51
240,58,128,366
121,83,68,248
295,206,283,159
194,78,275,50
230,64,382,170
288,29,105,258
96,228,279,222
322,214,343,44
369,51,58,53
326,54,140,315
41,89,44,187
196,312,285,211
25,286,270,236
251,134,253,331
36,283,239,166
134,259,67,207
257,291,226,179
399,24,263,91
215,78,228,229
304,249,63,121
26,39,231,238
353,74,128,96
263,303,244,175
224,200,57,26
105,30,235,384
136,180,316,270
320,351,326,328
189,232,211,243
392,164,30,268
218,290,212,224
323,171,353,258
242,355,198,136
148,125,198,182
240,346,134,267
22,294,131,208
213,167,191,380
309,216,319,183
174,375,232,153
293,184,167,368
154,206,142,132
67,196,337,221
219,103,340,30
107,130,229,131
243,117,53,23
382,311,173,149
287,122,343,30
140,24,272,162
327,186,211,329
227,91,321,351
98,151,39,240
306,195,54,140
211,331,118,290
384,93,99,390
68,256,276,373
56,350,284,103
261,218,162,231
314,395,235,350
26,133,240,236
204,40,370,178
347,90,174,52
363,383,139,109
160,329,80,392
183,30,90,349
212,278,333,135
44,120,330,153
230,234,198,192
349,294,131,222
56,358,335,306
139,51,385,121
149,390,25,384
33,234,370,155
372,41,199,135
377,86,26,379
261,182,284,242
143,137,317,269
106,166,341,259
89,183,24,386
235,392,104,89
75,137,33,193
342,47,238,162
325,265,23,195
37,389,225,317
68,74,399,118
348,394,311,168
42,321,182,137
93,248,188,368
358,161,162,283
178,98,287,290
334,156,318,295
292,230,214,234
53,107,162,288
159,222,45,77
23,48,395,189
286,25,360,235
37,120,236,242
255,112,35,233
327,52,173,47
290,136,168,131
315,281,135,234
28,189,258,238
227,145,327,370
398,154,355,241
255,262,377,318
177,40,161,307
193,312,72,314
396,252,286,116
197,95,282,174
378,59,207,398
127,297,109,57
129,276,251,392
357,38,363,260
278,129,304,72
346,371,143,331
301,324,75,390
21,283,392,171
142,35,197,223
273,98,150,333
315,153,129,99
261,202,287,105
104,146,184,67
77,199,286,193
93,97,111,370
338,238,193,341
46,363,370,309
75,86,239,46
276,57,246,53
72,47,83,62
384,292,220,207
330,266,35,136
334,195,61,172
194,194,357,329
339,140,42,38
86,340,64,344
117,121,240,236
33,188,300,216
168,26,335,97
254,222,175,80
197,204,286,254
326,66,312,58
254,194,386,355
307,360,308,251
268,139,180,235
289,121,335,226
384,234,125,122
362,120,279,111
111,386,68,314
355,111,130,398
241,363,323,27
315,97,317,340
31,325,356,210
232,68,223,86
269,172,294,318
138,326,123,375
213,337,386,378
274,187,216,215
132,155,40,20
73,134,255,371
292,130,148,306
378,308,63,182
380,282,290,229
218,179,288,317
327,171,379,25
352,248,97,149
261,148,166,361
348,280,84,363
66,340,37,38
200,328,287,35
161,144,220,251
23,362,62,74
234,303,152,233
20,328,311,32
186,228,291,361
151,295,167,67
391,76,367,358
82,168,251,150
333,358,57,112
227,321,377,390
322,55,248,267
162,32,392,100
306,160,117,67
161,251,129,180
93,313,131,32
358,72,288,206
338,48,215,232
381,36,68,258
266,227,220,95
309,162,272,390
186,241,158,393
296,153,287,74
170,124,112,28
135,252,219,79
172,205,242,311
384,174,35,217
161,276,206,58
240,353,315,102
165,398,394,105
195,158,157,155
220,168,164,86
164,385,226,246
142,176,106,133
243,60,147,127
39,23,183,364
114,221,116,82
152,168,151,186
138,75,246,333
233,283,246,384
38,69,164,303
269,117,90,201
121,229,276,320
306,34,245,125
154,238,87,312
161,106,231,173
48,374,312,344
129,389,245,207
94,38,380,145
388,118,294,166
392,333,372,131
245,76,118,67
98,356,80,194
178,197,40,87
351,212,351,31
349,52,29,136
180,141,343,261
285,185,393,103
366,385,144,370
322,227,55,111
31,56,392,165
237,61,225,127
388,268,180,395
145,197,380,209
325,36,241,364
189,321,274,120
214,214,275,93
262,213,96,118
192,352,300,311
154,230,387,205
45,164,77,225
239,380,160,78
42,282,292,112
251,365,266,122
196,197,101,242
226,397,267,106
362,215,149,249
370,94,239,134
185,247,321,277
230,237,366,148
232,234,399,311
304,374,121,385
385,355,301,222
83,295,235,200
371,295,221,211
361,137,105,226
289,353,111,249
231,340,372,394
260,399,206,224
311,247,366,293
383,103,129,244
169,321,391,65
68,178,174,230
111,78,341,176
248,249,49,145
351,156,272,399
68,101,373,87
240,234,110,99
89,272,44,71
379,67,61,343
35,258,332,255
106,372,193,387
86,342,114,115
64,385,163,350
164,307,97,309
393,180,153,95
173,26,52,324
46,392,168,334
169,74,97,249
400,161,264,278
21,150,183,53
354,374,134,265
241,280,24,373
217,65,322,336
55,249,131,162
255,314,297,337
317,104,337,196
109,73,126,249
234,309,135,355
326,329,284,358
103,164,213,289
29,281,86,168
71,336,210,313
159,314,324,205
223,358,366,272
202,124,59,306
77,217,55,149
254,256,135,243
310,209,353,364
141,183,277,23
171,38,81,389
347,265,398,58
118,256,88,114
372,61,385,112
187,270,203,253
283,340,87,243
35,393,114,133
370,326,66,353
221,249,234,192
197,328,189,226
381,39,336,105
292,270,81,276
171,162,104,350
129,239,302,129
116,196,318,202
354,34,167,226
247,27,51,325
129,51,196,179
187,23,291,317
232,358,162,56
29,24,63,368
342,387,188,396
299,143,106,374
336,296,134,247
342,219,375,334
32,206,237,293
78,124,172,240
334,83,102,333
64,368,395,54
154,351,128,80
56,84,189,309
50,177,363,306
114,40,310,25
289,229,276,94
213,260,134,320
223,130,26,100
376,293,102,327
179,274,27,172
349,225,48,395
387,376,104,386
291,130,139,121
189,313,237,380
278,383,30,53
283,80,216,212
255,116,363,79
150,74,221,106
65,261,112,391
34,278,310,397
327,51,269,61
76,350,353,317
68,248,354,111
299,133,215,363
364,25,388,392
390,101,388,102
268,377,25,318
131,369,88,165
142,50,287,104
118,131,340,398
167,248,31,58
262,314,243,282
84,305,26,44
397,61,335,102
54,72,264,322
358,26,396,30
57,253,149,53
351,266,72,165
337,141,266,233
243,308,312,51
169,35,39,144
381,34,334,372
50,385,111,353
34,38,255,358
123,381,230,260
134,360,247,100
128,340,299,336
20,248,124,102
63,356,337,268
228,198,48,193
213,372,332,153
45,266,250,278
42,218,309,366
256,122,213,118
91,388,250,133
254,94,135,105
193,216,336,137
131,375,255,112
45,386,71,138
225,239,82,131
399,55,266,32
377,258,82,69
20,189,142,326
327,83,203,126
175,222,297,254
262,382,223,279
397,91,253,356
146,270,21,142
195,259,130,164
145,128,381,237
347,305,116,269
144,142,189,218
151,150,85,24
339,258,277,101
320,237,342,214
244,146,85,34
365,48,82,184
326,389,299,319
248,149,290,130
197,158,317,290
291,222,392,346
37,82,145,107
79,123,123,391
95,117,331,149
115,201,337,176
26,261,310,285
381,360,347,174
394,30,386,260
64,226,250,124
395,361,107,366
304,171,147,88
107,233,85,110
181,90,21,103
207,229,206,215
341,78,197,231
367,34,203,272
73,89,317,32
155,197,296,71
145,183,355,184
278,273,188,164
182,232,27,392
388,201,231,96
358,395,357,298
187,170,169,268
320,119,129,380
93,57,249,278
313,323,28,55
317,166,138,129
346,188,358,238
246,156,147,59
215,133,253,65
258,368,214,23
223,130,327,65
201,172,304,390
212,331,67,395
341,185,343,97
81,228,293,327
37,382,262,322
32,61,166,363
75,117,238,150
388,152,187,177
339,310,280,143
51,99,370,348
201,113,113,178
120,257,82,23
102,258,99,43
350,40,310,311
203,265,375,55
390,247,122,280
356,308,358,21
162,283,101,197
313,355,51,211
50,378,306,210
244,28,319,23
23,239,174,202
80,128,144,68
122,176,140,243
260,395,190,46
150,204,204,374
376,227,191,231
370,355,395,348
110,264,93,54
125,127,208,332
263,194,364,114
206,308,320,101
318,161,45,388
312,63,39,91
308,393,331,60
219,264,71,140
129,319,317,76
365,191,268,391
183,321,63,34
382,242,395,367
255,267,20,305
25,32,368,176
157,103,274,354
312,339,149,320
356,46,277,100
119,330,155,33
264,145,182,320
103,275,121,201
71,211,121,112
67,365,339,24
219,45,96,71
255,82,322,324
245,380,245,203
66,375,102,247
287,290,193,112
272,170,278,35
362,152,276,298
128,100,22,116
275,52,281,99
194,89,214,35
43,220,95,153
181,51,68,255
243,341,172,83
268,68,24,83
26,284,200,95
390,105,308,192
126,86,192,136
224,163,110,252
197,232,21,128
337,303,125,270
192,125,141,224
254,112,52,339
382,61,155,144
285,111,259,400
301,78,22,217
350,381,192,290
69,392,215,400
151,308,59,99
334,98,82,291
39,331,70,147
204,204,283,229
115,316,152,378
192,245,179,30
151,376,81,20
230,178,208,172
192,385,348,381
179,109,39,353
115,363,359,81
164,387,355,40
53,395,314,243
244,339,191,299
269,267,41,218
381,165,89,309
38,392,123,268
310,263,369,34
259,227,310,307
345,28,104,171
217,386,36,190
280,286,214,198
86,322,41,377
380,124,133,337
235,379,184,69
161,252,99,347
391,214,301,314
329,322,51,251
279,383,66,159
57,40,181,79
311,397,371,40
265,82,215,389
160,319,28,124
33,279,245,212
45,141,332,392
288,266,400,375
151,119,339,211
284,303,32,137
315,353,353,84
160,258,179,258
34,119,390,77
53,344,129,257
283,148,332,159
271,192,250,386
302,240,372,250
350,394,389,164
338,211,32,220
147,193,159,121
29,220,181,375
137,213,352,49
231,174,44,352
259,293,271,364
206,25,136,316
187,92,137,380
221,340,202,391
392,204,372,65
84,341,26,296
186,91,164,50
317,308,93,344
27,157,39,88
333,324,100,29
102,344,116,54
352,156,274,233
212,246,148,172
260,242,397,374
387,191,349,297
297,230,400,366
310,185,258,220
348,321,366,122
352,282,363,233
259,293,332,25
161,107,163,159
46,180,378,101
207,218,36,249
357,43,197,224
369,375,250,87
103,261,226,340
22,47,148,37
34,50,30,135
396,274,152,189
314,176,35,389
226,393,390,326
54,264,248,141
158,168,290,126
299,267,74,118
85,187,216,106
49,282,32,104
117,283,350,74
370,272,390,281
127,400,372,35
303,118,44,42
118,24,254,312
281,195,357,245
120,67,95,24
149,273,146,288
102,30,69,242
200,365,316,389
133,316,354,76
197,172,234,75
327,196,28,211
240,363,192,142
80,251,62,331
247,203,399,151
42,162,262,264
186,400,394,168
399,183,118,161
186,35,147,360
195,154,141,331
116,244,171,368
322,56,80,39
30,206,355,227
273,363,394,51
270,312,316,241
147,81,315,48
46,58,377,335
263,215,253,94
256,375,23,378
123,319,130,319
228,160,160,163
120,70,52,363
333,172,272,104
283,233,106,328
136,340,390,29
41,116,202,26
392,243,310,288
384,247,127,197
109,162,380,197
269,387,46,112
113,87,81,251
101,261,179,94
89,395,235,32
273,158,124,217
287,139,24,77
99,48,142,138
150,253,44,307
336,108,252,393
211,76,278,294
340,162,235,160
130,399,349,72
169,235,34,85
100,236,20,85
314,123,369,294
169,235,103,219
189,68,34,158
364,330,284,93
86,32,224,38
164,84,47,91
119,244,63,364
195,178,116,259
252,100,284,245
242,379,157,333
368,310,194,380
234,146,89,360
168,64,224,26
386,178,138,355
142,119,283,73
283,47,159,255
268,20,76,373
381,99,273,382
254,67,303,330
155,244,350,191
128,106,21,24
358,327,215,312
209,194,228,271
156,303,101,29
322,50,273,114
291,131,44,268
346,324,363,389
89,293,358,98
43,339,326,147
267,166,311,202
105,198,285,275
81,398,107,191
157,357,145,338
268,395,111,125
359,92,226,53
340,91,269,161
379,190,263,306
260,312,270,54
223,204,128,355
258,208,191,146
205,324,79,120
366,271,52,201
322,346,130,342
103,195,216,270
288,93,329,275
386,51,372,250
41,41,230,227
359,392,195,40
181,351,67,255
67,353,221,113
329,224,265,124
193,244,309,38
154,324,251,113
265,184,118,30
230,89,398,355
113,56,45,215
199,303,30,197
158,387,335,108
250,273,170,127
137,252,65,292
20,234,280,167
73,69,192,227
119,236,97,282
107,239,196,283
168,179,379,265
111,383,310,149
224,32,135,149
381,132,237,44
318,382,179,196
290,165,41,288
300,293,392,235
254,349,278,182
201,363,384,228
178,246,218,165
198,29,162,302
36,305,352,243
364,342,246,297
237,111,71,320
91,23,198,268
373,281,264,313
270,322,78,241
33,104,170,216
108,44,220,363
60,380,124,400
160,349,138,237
173,167,231,260
173,390,296,288
181,297,283,144
79,33,364,204
376,120,127,220
262,332,61,336
137,213,232,339
20,253,193,268
195,87,64,285
132,99,119,257
229,175,197,107
388,150,86,185
265,187,254,307
78,119,144,295
174,158,120,117
255,97,81,118
291,163,231,231
304,339,150,185
306,319,339,96
358,24,384,79
204,158,320,185
151,277,150,95
204,305,27,336
358,111,175,171
185,123,45,48
139,352,220,294
339,29,284,356
330,244,367,274
325,393,281,297
90,230,250,309
386,319,203,314
177,41,247,368
178,228,240,45
282,75,46,113
55,235,299,391
157,279,145,109
129,151,153,44
348,365,313,56
324,228,46,296
62,75,134,42
279,212,272,266
365,212,389,203
362,328,26,317
157,318,202,141
141,75,258,334
89,149,398,387
144,207,112,335
190,379,399,218
246,343,389,341
196,296,64,48
213,76,86,111
63,272,70,386
63,223,275,367
109,219,185,238
334,55,321,124
268,365,375,81
65,304,120,251
377,125,238,372
131,193,45,318
223,218,292,293
256,223,142,113
303,142,229,209
68,264,278,252
264,196,126,256
303,277,169,376
124,207,136,66
358,129,171,304
100,372,199,225
143,217,177,251
171,277,305,198
294,127,276,55
255,142,137,303
32,193,143,280
145,259,49,348
54,296,209,330
347,330,369,123
333,359,320,240
121,322,152,131
234,171,69,159
385,135,209,126
171,261,243,98
122,83,25,136
41,130,374,167
50,53,309,42
106,144,300,61
164,395,196,381
67,321,37,112
340,388,380,34
348,114,73,400
353,164,53,315
131,290,189,273
162,321,336,389
214,310,294,117
248,77,307,174
266,36,83,54
332,141,65,374
209,223,172,215
79,326,292,314
185,75,74,59
370,164,222,304
49,357,190,307
141,226,354,298
168,263,264,85
298,399,182,288
386,68,88,264
191,41,165,304
272,321,370,84
165,156,259,69
154,211,129,168
76,40,357,339
366,228,313,281
65,333,63,43
123,44,342,385
68,144,327,309
239,273,270,173
121,151,365,297
318,260,352,46
181,372,311,253
306,340,308,168
327,199,22,340
158,35,160,385
224,326,231,88
364,197,237,243
206,63,91,119
24,54,106,52
359,241,244,259
342,186,279,29
265,316,325,315
385,85,277,71
150,357,284,243
390,59,94,297
84,226,37,270
219,284,117,48
24,109,184,225
351,162,240,181
384,235,47,176
156,244,380,70
367,359,246,346
261,182,32,39
293,270,325,50
132,135,300,130
217,110,110,399
162,354,57,98
161,208,105,80
155,272,39,222
389,77,337,44
73,345,330,125
248,282,335,329
169,242,76,20
273,283,23,118
231,217,338,210
54,258,304,239
53,260,90,238
336,262,154,82
318,337,347,347
33,169,205,104
198,35,79,266
58,284,80,325
94,205,140,153
77,361,307,201
181,88,21,382
263,361,391,216
372,213,334,227
315,79,297,290
175,83,65,317
209,266,29,117
144,313,291,44
393,343,330,102
57,53,83,163
147,309,331,295
123,263,322,33
190,105,360,206
37,129,38,181
156,212,180,224
256,58,260,249
87,123,235,318
205,227,138,164
62,378,89,343
43,334,339,114
338,176,386,379
118,166,187,238
94,233,257,325
374,352,286,335
77,227,198,262
317,63,297,282
179,356,351,364
108,26,346,138
311,48,163,263
396,358,322,238
160,216,332,67
341,110,238,232
287,114,71,27
324,322,132,225
186,276,320,23
372,274,216,386
105,157,226,392
159,327,362,310
343,193,171,154
281,114,326,154
116,226,68,30
341,170,201,164
268,121,160,222
366,335,208,222
184,220,167,182
173,342,354,151
128,147,346,161
367,272,342,147
126,135,78,275
251,170,246,252
