Col1,Col2,Col3,Col4
397,344,165,181
286,207,173,344
23,67,356,59
362,330,117,84
146,256,224,45
371,240,341,156
291,35,41,289
146,337,204,352
234,172,25,66
151,68,288,306
303,198,294,324
210,275,281,95
150,365,323,70
269,326,244,172
94,172,239,241
169,196,46,225
168,270,93,213
227,281,357,245
88,344,80,353
138,145,214,217
131,317,225,282
188,326,232,256
148,54,41,69
115,281,367,91
225,126,70,242
330,96,127,196
212,174,226,158
244,332,103,94
376,145,379,224
284,382,398,194
255,330,235,77
396,345,123,372
277,286,322,326
146,230,217,366
218,378,167,24
182,196,130,196
115,308,346,161
38,339,362,272
176,107,151,72
72,216,102,331
52,242,227,166
59,350,375,97
133,127,60,53
47,115,204,57
171,255,351,315
314,113,327,67
83,84,61,51
266,327,155,329
84,51,83,167
322,214,146,278
191,197,89,220
183,329,354,127
79,143,97,336
38,75,61,120
318,60,125,96
268,81,183,335
154,301,321,359
391,107,235,172
248,279,110,392
197,154,25,228
200,157,275,396
155,160,349,315
288,379,84,392
75,394,234,211
319,207,120,183
370,380,63,154
178,266,154,101
217,34,20,312
242,128,215,29
342,234,379,228
322,81,28,137
334,236,26,398
211,339,49,227
99,330,219,323
218,392,275,71
79,341,364,348
314,291,395,128
111,167,98,128
198,213,43,106
388,39,337,293
148,78,38,291
181,166,60,70
326,309,44,358
399,186,30,261
288,156,152,31
308,49,77,259
163,313,309,118
136,100,347,102
209,205,80,167
257,352,311,378
248,251,41,363
396,279,50,28
22,142,138,220
23,146,32,271
118,211,282,205
51,245,385,93
199,175,27,26
199,318,377,346
236,114,154,64
311,308,96,77
155,236,352,342
122,292,46,168
79,306,370,126
118,261,140,248
61,347,67,48
292,325,204,390
206,234,231,83
190,245,279,242
23,42,85,350
260,147,195,340
97,116,108,46
388,232,269,162
221,110,110,299
188,77,344,339
196,290,179,35
261,60,85,184
168,54,299,345
253,256,336,125
370,191,298,228
309,77,117,311
189,258,219,67
182,219,127,366
43,78,362,32
118,207,207,123
324,352,232,163
24,128,368,317
361,73,369,100
138,298,130,295
298,305,337,62
218,158,299,110
370,89,397,110
348,176,62,310
372,55,188,208
347,246,192,70
52,373,276,86
397,262,251,231
113,126,310,84
327,379,127,174
38,264,39,152
377,323,234,317
150,71,180,95
222,167,21,386
129,281,297,344
267,76,257,251
225,204,160,208
338,308,273,53
379,124,59,95
381,202,396,321
60,211,322,192
65,93,99,98
66,99,386,129
385,184,172,201
340,344,67,39
251,134,47,320
90,33,205,130
176,274,371,187
213,344,133,244
76,75,269,372
69,72,236,95
119,42,288,390
357,389,363,149
339,244,28,364
255,136,151,237
207,397,86,319
133,341,65,173
387,146,70,340
360,201,144,21
262,400,381,40
142,110,198,77
176,176,170,52
200,172,152,41
134,97,145,154
292,32,78,264
222,26,33,66
273,205,322,136
397,395,222,158
264,79,183,126
193,312,173,55
118,305,144,190
38,303,313,26
144,109,158,365
150,162,76,233
197,108,179,43
52,400,104,340
159,218,309,207
338,130,72,72
298,68,258,122
51,297,287,286
312,358,344,306
60,276,97,117
204,376,251,90
132,150,277,196
350,56,257,305
28,123,247,231
156,201,334,28
186,38,139,46
286,267,183,323
332,71,119,231
28,188,21,247
180,244,336,309
375,79,32,381
70,203,289,237
144,256,270,197
88,140,166,381
243,76,58,263
205,277,282,229
190,360,298,35
22,102,236,196
179,118,235,275
277,141,358,379
238,201,344,152
75,224,20,28
157,281,313,43
221,75,332,132
118,103,49,89
260,278,331,389
241,78,91,392
382,381,179,34
350,163,90,361
137,341,151,26
377,118,154,398
392,55,138,210
35,188,213,273
348,71,255,342
400,298,316,392
255,181,330,271
169,45,76,140
398,175,307,211
357,174,109,184
305,86,145,190
99,93,287,108
233,354,266,311
149,234,254,109
279,93,131,135
178,108,104,264
102,147,156,65
127,235,158,347
321,277,320,177
380,204,170,273
399,189,249,349
201,243,206,83
310,300,90,57
276,93,363,102
379,355,371,88
69,308,386,400
61,61,320,306
309,232,107,132
159,125,206,188
77,276,301,125
356,75,113,215
313,381,114,213
264,331,123,182
127,289,55,282
143,285,397,386
83,107,351,276
307,193,163,248
144,32,65,125
352,163,20,154
183,262,317,259
212,20,168,356
363,91,76,219
180,281,134,253
48,243,360,192
354,327,68,314
154,140,397,360
70,220,365,327
111,92,47,57
162,135,151,343
123,99,77,282
242,40,211,70
338,356,371,183
59,235,372,196
244,130,173,138
241,115,193,362
141,35,168,213
82,359,256,130
188,120,92,295
335,284,132,93
232,302,37,397
382,312,232,197
133,172,139,248
375,317,393,210
181,337,93,284
178,69,147,125
85,369,336,388
45,147,276,256
79,180,319,35
347,70,346,132
160,187,65,203
67,123,321,179
286,234,55,65
306,365,208,55
70,26,173,155
95,249,188,260
231,345,174,384
208,103,379,135
266,132,177,246
323,288,357,267
367,266,355,338
162,43,310,94
158,30,34,126
284,138,38,278
80,276,276,163
61,139,244,296
46,324,128,243
322,38,273,261
145,382,191,271
172,149,176,127
107,311,266,299
38,320,337,337
339,321,97,255
181,194,174,305
70,118,58,74
247,135,356,320
50,225,91,370
150,202,233,191
38,105,239,324
161,67,96,113
65,396,78,168
89,400,377,336
308,320,150,336
207,103,187,156
85,169,115,347
285,222,73,160
46,303,375,62
179,358,45,344
205,209,160,385
271,178,265,155
307,368,116,173
190,354,255,215
169,131,228,143
348,166,339,362
151,167,361,63
21,81,182,26
312,32,264,171
369,175,75,91
368,74,159,160
30,81,346,149
184,166,322,58
243,236,248,91
219,54,207,172
266,172,140,119
339,86,185,371
250,262,392,31
171,255,118,146
82,246,108,219
384,188,226,332
25,257,29,33
394,98,278,42
172,380,352,336
103,212,292,159
190,188,326,182
56,62,357,199
346,358,361,193
122,163,162,180
304,190,149,341
88,255,70,177
156,52,373,236
388,225,203,221
117,137,145,371
239,64,153,40
112,374,168,167
245,218,339,233
321,304,115,247
257,320,51,90
332,334,226,259
64,38,184,253
339,363,324,170
166,351,380,138
336,359,358,44
46,64,179,71
233,131,266,178
201,397,279,297
337,259,77,53
149,329,319,223
211,198,102,98
114,216,206,259
53,90,254,205
93,392,84,117
122,97,262,326
91,388,248,276
400,267,343,250
244,71,254,297
220,382,110,122
283,194,247,66
322,292,142,239
235,398,138,234
396,80,254,215
181,137,25,275
241,21,161,235
347,109,383,309
169,65,302,82
122,305,296,330
375,78,136,197
203,272,51,198
254,368,298,219
380,340,114,228
150,46,97,245
398,45,71,312
327,182,182,157
66,340,257,376
368,114,309,52
248,22,363,226
272,311,395,346
96,331,243,244
134,269,111,240
201,251,381,376
281,380,148,373
28,125,304,360
112,330,97,252
211,246,104,212
374,242,270,115
107,105,190,223
137,295,47,170
142,221,49,250
355,172,390,159
267,290,182,142
41,108,195,240
30,222,270,383
381,201,66,349
196,206,398,285
185,30,330,131
372,197,244,277
74,39,278,365
277,381,172,231
389,153,187,34
335,125,312,338
195,51,283,305
99,237,81,20
320,75,400,82
397,103,208,68
278,257,187,261
194,49,237,235
399,163,260,160
352,82,126,160
144,392,61,98
133,96,64,172
393,373,290,46
230,91,152,309
107,225,376,287
379,199,333,185
99,278,314,255
254,162,386,189
94,327,20,382
153,45,39,339
216,148,22,201
191,91,152,245
397,324,190,50
130,176,84,113
262,88,88,99
29,31,87,329
208,236,319,346
207,370,251,231
77,261,183,389
266,183,236,250
84,315,336,122
127,330,123,330
260,155,326,187
91,300,276,212
365,107,377,179
49,223,284,218
355,36,141,176
47,282,179,363
234,196,64,321
148,163,248,82
242,238,66,384
48,324,220,285
376,141,73,239
375,65,147,156
342,351,182,103
182,133,260,360
355,177,86,128
306,116,380,30
301,257,390,305
252,195,28,240
348,34,23,145
141,237,220,368
172,387,112,315
285,369,394,340
239,245,20,252
54,67,121,349
67,353,327,106
120,30,347,344
38,269,193,121
38,117,274,315
257,390,163,189
167,93,267,92
338,248,70,190
48,317,139,261
179,355,306,139
372,61,187,20
238,88,329,119
259,378,283,399
115,232,238,113
383,44,84,337
92,170,155,365
387,229,148,348
339,120,70,242
141,322,254,300
208,326,160,123
250,380,184,330
87,164,326,134
126,232,240,268
215,26,350,375
164,219,167,180
167,281,236,388
346,95,240,64
75,273,395,342
202,372,194,237
137,234,212,158
194,100,248,219
200,321,362,276
289,268,169,336
87,111,131,20
338,311,160,365
121,324,303,301
330,114,178,142
21,304,367,160
160,315,190,265
188,366,145,120
324,310,292,307
62,161,360,308
102,201,397,384
286,198,119,33
140,203,378,73
186,272,189,87
196,277,272,32
400,315,342,383
69,286,273,145
82,292,285,372
387,190,57,238
361,122,298,322
166,372,324,218
133,236,89,284
127,134,305,117
174,377,116,276
149,233,229,25
396,383,329,323
312,344,87,256
73,238,30,57
328,246,193,351
93,343,366,328
183,115,302,159
216,80,67,362
162,205,225,284
380,371,399,222
183,28,336,388
42,165,390,338
118,117,71,338
340,338,166,146
350,397,354,122
135,315,387,137
378,46,277,187
397,68,193,270
155,160,61,185
94,112,205,271
87,352,52,50
57,197,234,180
274,177,94,116
21,320,377,208
191,36,158,93
360,388,283,87
262,194,95,69
38,373,172,169
341,370,262,370
390,279,389,192
296,331,25,72
222,82,122,243
163,190,136,231
341,232,98,104
256,351,346,286
134,249,139,378
25,47,84,309
285,257,346,79
131,190,194,333
326,379,255,32
364,112,219,126
233,27,287,377
304,176,399,342
237,147,276,76
311,118,81,131
313,99,198,335
280,322,97,143
69,342,289,282
98,350,307,263
52,199,252,221
302,277,204,103
35,72,143,51
219,125,293,124
186,324,248,252
133,239,91,335
193,339,277,200
48,44,320,279
318,161,376,127
310,140,92,203
310,320,42,398
319,259,319,220
180,134,139,166
64,210,260,328
70,328,89,291
123,165,250,178
42,36,368,81
144,79,139,33
368,89,338,29
305,35,214,174
306,101,23,156
220,83,327,206
267,176,290,371
383,164,30,49
189,144,272,208
150,385,313,263
191,298,333,96
175,229,118,212
33,32,192,344
323,85,111,394
53,166,135,179
101,252,187,397
211,315,217,355
134,365,87,298
323,392,55,93
170,180,266,32
279,204,363,133
327,294,260,397
322,322,162,248
56,337,76,159
250,223,376,33
137,51,147,308
349,151,225,92
325,151,145,101
315,65,99,187
250,70,251,334
124,318,54,311
45,144,264,280
49,269,369,115
85,198,267,112
195,311,254,250
206,305,223,265
50,271,210,349
251,266,44,74
121,352,345,67
101,42,229,125
173,52,22,261
394,66,130,97
125,370,76,363
195,208,125,183
22,373,277,101
206,383,363,34
262,97,201,394
49,218,253,159
72,317,319,281
67,283,149,378
365,61,278,85
63,265,41,156
357,268,185,57
250,72,242,379
180,47,21,370
60,349,400,83
244,363,187,352
181,59,57,313
36,119,252,389
108,343,214,69
214,187,254,159
249,370,290,305
292,42,208,226
305,32,260,185
255,196,299,371
220,287,131,274
291,362,328,128
59,109,370,351
325,304,349,37
42,83,40,141
368,60,105,266
65,118,350,34
279,240,309,265
96,366,285,243
196,127,42,355
352,166,400,56
165,137,247,146
371,127,254,67
310,308,138,328
46,202,30,39
115,388,217,206
327,86,200,36
326,106,307,365
221,174,26,60
301,273,93,358
88,183,273,303
345,65,102,118
223,232,119,294
34,284,366,37
244,361,237,85
143,193,36,178
370,245,46,209
27,73,270,235
176,370,261,121
209,280,368,208
301,271,105,199
232,230,50,310
110,118,20,398
335,128,164,240
58,277,20,271
380,101,251,64
123,235,379,268
20,376,256,149
26,290,128,296
327,56,357,69
123,218,233,151
188,185,257,159
217,225,287,345
132,117,68,231
180,92,382,359
368,173,280,348
192,227,355,248
78,38,216,233
38,315,259,382
51,146,381,89
270,24,132,103
214,66,271,289
59,331,398,197
263,272,294,51
365,66,370,294
83,303,319,304
336,242,27,221
313,111,38,368
326,379,252,74
394,289,69,252
106,30,381,385
55,108,36,246
85,352,148,205
363,84,178,47
276,162,226,86
174,263,113,129
382,121,219,369
70,194,292,344
114,253,118,275
180,252,124,68
375,40,244,303
331,56,80,295
257,361,29,359
72,388,249,27
68,200,386,209
381,384,283,395
62,73,67,151
214,400,104,385
221,218,22,190
88,337,351,30
331,178,259,291
238,47,337,298
251,329,189,236
104,93,381,259
299,138,328,377
267,211,39,383
345,238,96,48
66,29,95,342
165,355,318,222
288,289,195,42
24,113,113,297
165,125,134,284
33,296,290,180
31,276,44,261
314,179,313,67
97,99,91,22
378,346,73,103
353,326,239,53
291,378,138,174
342,222,193,214
184,112,103,202
67,123,132,212
285,367,273,341
126,224,157,371
27,398,144,365
99,143,236,96
136,274,268,66
257,390,185,46
101,389,262,228
360,131,257,112
306,121,64,31
60,131,249,327
172,257,82,88
138,107,202,283
194,368,81,347
163,20,281,372
327,32,194,399
75,120,120,257
342,385,253,269
74,30,103,232
112,57,57,291
152,131,47,249
286,37,100,345
27,360,76,397
231,125,30,209
166,288,269,221
215,148,104,132
219,271,111,227
57,374,200,365
306,129,279,241
375,290,388,79
370,325,268,172
161,21,383,222
240,22,289,257
357,187,64,254
259,37,144,176
152,252,30,379
263,56,177,244
379,114,148,53
22,222,78,343
280,291,339,280
390,316,234,234
364,28,303,145
364,91,106,73
83,310,151,245
211,107,119,348
257,160,100,348
267,358,260,342
348,134,31,160
171,233,108,246
117,51,183,164
76,235,120,310
250,375,132,109
59,248,378,191
168,356,110,132
269,71,248,309
322,20,273,175
308,248,85,207
68,29,159,78
95,286,92,99
83,37,326,318
30,355,44,383
212,116,353,372
261,386,296,199
76,333,168,110
244,294,352,65
108,255,274,207
318,335,385,68
317,322,384,199
28,198,253,351
96,286,359,327
88,207,343,138
312,66,313,213
112,62,120,87
72,85,46,210
199,359,307,233
154,373,390,337
74,122,196,280
125,140,177,162
116,312,388,149
285,26,72,123
352,57,314,322
181,60,217,81
155,363,250,319
109,284,157,358
119,382,127,258
237,80,79,135
367,85,93,292
224,127,154,137
362,356,292,23
392,332,164,221
202,45,90,341
158,372,183,284
182,213,97,169
386,253,242,100
232,149,137,236
247,283,180,28
186,254,211,294
41,381,201,124
150,159,255,230
374,372,109,159
273,353,323,24
32,374,284,85
227,21,28,394
75,260,76,155
300,120,160,166
96,308,192,316
385,113,80,102
25,34,138,150
383,37,27,48
167,204,49,216
258,392,211,39
179,141,79,34
330,388,387,337
230,133,62,62
75,304,153,89
153,173,135,98
334,80,166,141
113,186,395,266
102,172,161,300
106,351,194,221
35,88,365,326
101,167,57,282
278,335,26,179
244,189,40,111
41,303,322,210
199,307,346,142
119,296,172,141
367,378,283,364
254,119,176,136
269,96,364,180
240,232,227,48
158,240,381,390
340,82,367,30
251,156,264,140
127,138,384,280
309,224,208,59
191,170,321,282
136,195,66,66
225,126,394,339
364,22,106,369
283,152,371,129
356,228,262,234
48,264,334,374
383,175,137,208
268,136,96,231
161,273,358,219
106,361,325,361
187,340,158,177
284,212,266,54
300,43,112,326
219,20,145,330
179,370,285,162
40,148,340,154
152,83,72,104
322,384,152,214
259,32,384,257
226,49,261,366
355,58,386,357
124,302,219,24
30,49,148,358
287,312,390,309
169,200,314,94
324,27,365,311
109,153,149,360
74,221,139,173
118,365,100,297
137,353,394,230
389,91,85,388
360,306,54,35
232,341,295,330
135,200,169,224
264,116,168,131
225,213,386,132
239,295,180,291
388,290,85,84
301,143,153,280
251,218,260,43
206,230,240,291
188,205,361,301
207,304,395,358
387,74,245,67
295,390,111,40
196,377,202,152
225,366,381,54
81,400,143,357
26,152,65,107
122,273,380,386
358,326,197,88
390,59,314,118
394,29,124,371
119,376,219,256
328,47,266,48
75,153,67,236
57,105,188,97
168,233,170,285
107,63,120,248
343,287,45,268
316,335,44,194
192,371,106,233
143,170,270,130
346,321,288,208
28,44,28,240
198,272,165,259
60,368,247,201
329,123,72,254
96,340,70,372
246,372,134,180
233,95,65,306
323,264,90,256
374,357,379,227
356,301,292,134
338,182,376,233
119,218,34,54
159,150,220,235
369,50,64,322
168,292,85,376
328,76,180,172
259,344,260,195
330,161,66,259
372,308,22,58
231,385,156,356
99,235,61,266
128,124,75,82
368,157,312,90
118,182,343,86
174,245,348,47
393,237,42,390
39,232,225,226
113,159,185,78
106,176,175,364
22,183,252,282
170,41,174,253
187,363,329,253
313,118,240,258
143,157,334,147
123,39,310,100
86,84,220,75
51,230,94,25
114,209,101,231
303,325,157,126
333,397,59,89
266,322,380,297
399,190,335,85
333,311,392,104
167,352,175,42
99,94,347,257
196,67,71,339
132,108,208,142
125,99,317,36
275,352,326,151
169,71,25,101
184,264,161,232
76,229,359,181
319,165,71,344
222,336,399,97
364,369,106,201
202,149,163,55
310,285,294,74
34,53,330,219
306,206,271,224
200,256,170,355
33,133,49,372
294,95,350,259
181,43,51,382
386,143,310,323
136,88,182,219
80,30,237,117
115,286,336,84
92,151,226,331
137,136,148,344
110,72,252,53
400,66,291,49
267,72,393,289
364,326,135,88
292,20,200,52
324,268,343,187
254,120,240,91
65,160,363,295
164,41,111,210
105,336,268,311
229,94,96,97
340,30,53,110
22,272,195,305
155,274,154,42
383,134,180,353
54,108,29,265
44,307,390,36
371,176,41,191
398,68,143,380
348,68,137,364
377,292,225,361
368,238,138,165
179,350,302,25
31,332,396,390
277,331,267,52
162,363,335,307
32,120,293,119
240,285,337,155
367,63,84,298
170,62,226,388
46,158,119,61
295,135,124,132
291,185,200,99
235,166,128,206
192,138,170,36
75,173,114,37
155,370,90,325
208,128,184,375
213,120,246,390
168,250,184,397
343,277,393,40
332,300,80,99
267,174,215,249
76,294,305,362
357,62,140,310
158,298,121,120
294,75,331,332
398,247,226,109
106,176,122,223
396,137,319,215
28,130,275,316
85,339,210,169
259,235,286,265
154,140,229,357
253,288,109,305
107,347,373,31
292,213,113,268
368,227,63,275
393,232,176,67
192,171,248,192
131,315,137,106
189,49,325,167
84,247,189,257
213,144,242,346
35,290,154,397
351,145,109,169
72,97,52,255
274,392,29,233
319,400,90,313
331,40,301,61
240,68,302,216
129,65,289,192
200,58,313,66
209,52,258,221
295,295,181,275
352,60,73,210
101,399,109,90
61,287,185,313
334,333,170,168
247,244,205,65
57,163,193,304
151,116,390,269
295,211,129,183
176,262,201,203
95,25,252,147
189,129,301,258
393,366,244,68
208,53,239,191
234,396,238,341
80,20,166,82
374,384,316,376
77,59,298,333
138,286,361,351
379,64,383,26
173,300,162,38
160,157,114,365
81,209,102,266
307,179,55,126
229,54,194,323
156,52,338,50
187,182,223,152
121,120,237,252
253,167,47,245
153,265,269,227
45,123,95,138
169,172,206,305
209,231,84,188
274,66,168,389
269,143,139,334
200,280,168,32
229,162,95,273
47,302,303,211
273,167,271,142
398,357,134,35
261,260,44,219
227,67,95,258
302,360,266,203
128,367,386,333
387,226,236,56
313,358,230,29
371,85,362,260
157,79,207,344
306,156,134,342
323,326,233,47
90,106,338,394
60,116,27,101
293,20,329,397
40,283,37,21
388,355,124,167
356,385,63,249
220,135,174,394
375,38,65,159
313,125,271,272
117,126,389,51
393,75,322,137
150,69,136,290
381,87,195,141
122,274,73,397
165,163,370,360
376,283,89,107
56,319,348,232
159,276,156,214
125,21,259,373
121,65,61,315
130,389,278,312
373,386,241,68
208,223,298,75
114,74,208,184
142,76,297,373
372,242,323,338
127,84,78,137
134,185,310,328
390,181,36,141
232,348,263,312
165,326,366,119
320,205,279,29
232,58,49,354
88,310,268,241
381,107,400,215
378,339,34,287
201,338,284,377
234,349,166,264
25,115,329,196
221,231,300,391
225,261,137,363
35,53,153,58
266,151,65,249
358,227,254,73
95,196,328,305
34,166,63,122
87,213,339,152
89,393,161,66
145,360,347,130
135,346,265,139
363,376,134,115
64,57,324,311
246,53,213,80
155,207,356,358
122,227,175,171
223,128,29,197
281,321,95,344
293,95,383,350
92,224,344,259
218,23,191,106
104,280,185,216
219,54,182,246
178,256,348,266
160,306,248,324
144,67,350,300
64,176,182,98
83,180,307,229
389,372,104,233
184,95,153,322
368,255,171,128
366,364,238,209
213,175,391,149
312,333,34,315
84,277,217,46
242,187,303,178
261,178,391,238
315,106,20,283
146,232,289,128
169,251,75,352
100,137,389,294
155,308,388,310
291,235,265,358
108,355,129,114
34,128,205,26
294,135,236,223
177,29,248,316
113,71,390,356
44,309,62,241
302,36,252,153
72,175,350,370
74,326,155,77
39,98,239,264
385,367,148,175
367,122,260,325
193,62,289,97
284,193,185,270
288,382,370,270
370,268,281,101
57,218,183,207
230,120,22,166
91,25,382,36
285,47,270,302
199,193,340,394
91,73,193,29
221,38,233,151
170,311,320,87
100,180,50,341
91,52,64,113
307,234,229,389
69,325,387,257
316,395,320,182
334,191,68,100
296,276,233,223
379,259,108,57
380,266,157,348
113,349,60,398
111,228,133,146
338,181,172,277
94,36,344,335
378,272,229,206
65,315,358,125
266,55,332,139
65,113,313,319
74,270,29,286
232,334,340,377
325,336,242,334
273,76,374,23
243,216,203,25
198,352,92,138
39,199,196,210
48,292,295,83
63,362,267,71
189,153,376,98
84,136,344,143
333,27,385,282
379,92,317,324
210,132,47,180
83,181,358,339
357,306,249,375
263,204,164,316
243,54,82,78
278,54,298,379
137,102,72,396
158,326,134,352
297,371,175,326
191,326,323,159
298,269,113,52
88,283,343,106
112,143,173,70
285,308,354,343
370,101,43,250
399,94,119,74
275,322,398,398
269,45,140,309
198,84,308,254
259,115,290,294
294,186,286,395
263,186,347,63
348,258,255,304
182,300,263,152
91,381,228,267
301,170,32,27
161,157,174,218
281,220,121,151
185,64,59,368
85,41,185,53
24,126,296,119
26,62,358,276
221,108,209,138
113,201,271,266
335,392,98,49
220,133,333,306
206,260,290,299
157,329,40,298
117,375,234,90
160,260,381,332
381,43,140,357
82,118,114,289
253,189,94,64
211,58,52,236
290,384,146,215
387,118,143,108
233,338,366,277
76,226,373,154
120,290,285,243
333,293,271,305
356,319,154,393
243,371,308,224
239,284,395,170
199,147,218,162
134,174,275,118
114,390,93,293
