Col1,Col2,Col3,Col4
57,315,120,77
267,213,390,396
67,346,361,277
153,111,40,133
310,198,294,310
81,116,56,67
71,275,217,244
344,321,384,338
323,283,396,375
357,225,206,144
335,123,393,356
243,275,282,163
366,307,84,41
81,245,226,39
342,246,376,317
314,216,272,56
237,106,215,310
354,87,67,85
204,210,296,106
57,270,74,156
297,324,167,94
49,63,187,365
316,337,222,116
196,399,352,170
92,350,290,100
295,89,244,374
233,122,107,361
283,159,357,266
106,172,243,47
141,371,43,281
82,254,287,165
284,93,274,167
35,46,320,203
180,247,211,133
386,260,290,218
381,362,63,185
66,36,380,279
197,187,146,251
367,247,20,37
200,217,228,23
290,87,313,320
276,27,353,333
142,61,232,375
360,146,308,229
377,111,363,295
170,82,398,223
79,381,118,196
81,112,313,212
178,165,354,77
82,361,146,215
188,250,385,186
273,160,199,308
200,331,373,238
170,204,100,150
96,104,303,349
351,163,232,246
116,241,224,147
34,266,146,139
157,47,243,86
314,386,24,334
380,188,157,338
291,140,62,51
65,392,400,259
34,304,215,198
313,303,367,142
269,359,247,44
274,284,248,71
111,305,21,83
90,121,83,245
173,344,110,344
114,31,296,229
371,132,312,72
24,305,30,68
153,139,251,204
169,369,296,181
40,170,384,111
107,105,169,286
361,246,79,61
64,248,215,215
21,398,268,40
147,214,133,189
79,322,100,326
359,354,172,66
29,208,105,328
360,383,330,129
326,345,245,210
167,281,131,206
173,368,226,194
283,320,278,113
201,143,262,178
190,74,385,262
22,362,321,212
398,71,294,64
55,274,350,354
216,135,202,148
282,370,37,158
100,299,106,398
337,193,57,161
181,273,23,38
312,46,342,60
320,222,119,385
114,113,41,328
52,266,335,241
289,56,317,358
398,65,276,39
215,67,97,239
49,152,332,350
283,204,23,248
319,36,88,93
351,35,183,380
102,261,387,233
182,223,217,164
51,35,21,130
345,155,386,241
125,130,178,208
67,28,226,216
233,60,101,300
336,136,217,288
201,160,300,287
391,152,238,288
114,53,205,319
232,353,304,226
180,155,279,130
36,115,36,223
300,26,368,256
252,120,306,79
281,260,33,368
83,137,57,98
45,238,222,273
250,135,125,66
96,217,375,392
173,40,333,254
115,317,252,274
108,313,178,390
258,390,53,275
122,40,279,231
59,45,201,296
78,189,177,354
149,232,21,266
365,375,208,270
241,170,343,142
82,348,39,135
110,272,248,199
379,241,198,116
62,216,355,241
88,101,214,302
339,218,116,99
162,221,395,25
68,282,31,355
344,397,86,105
97,354,368,383
319,399,385,247
329,39,93,350
327,252,358,314
97,141,70,353
225,89,247,156
206,315,349,302
334,49,252,277
309,331,222,107
56,370,213,22
274,221,268,142
298,215,47,221
245,236,141,285
98,26,213,162
45,51,104,356
199,92,357,102
100,100,54,352
50,43,198,40
204,273,102,20
149,173,305,294
324,385,150,195
201,156,255,305
216,260,113,337
219,257,164,383
247,358,294,197
317,294,340,180
26,318,249,37
73,91,201,373
167,117,343,342
94,52,276,132
86,94,130,114
69,300,234,309
224,122,293,82
314,266,234,360
263,35,149,216
165,51,366,223
243,51,247,207
109,32,348,271
79,194,65,189
119,238,185,32
33,385,289,240
129,45,172,194
389,54,307,281
377,80,121,54
80,358,25,340
314,163,50,259
88,343,265,315
130,340,68,23
140,99,22,376
49,210,108,375
368,80,57,362
334,237,195,66
272,239,279,356
30,44,309,176
296,303,250,152
376,175,383,93
105,133,395,64
190,315,129,283
114,219,214,160
62,208,43,212
301,260,63,324
350,223,196,308
176,204,121,109
196,103,347,70
283,77,195,172
397,208,81,225
149,289,128,146
134,74,206,163
265,313,175,239
81,230,141,40
80,174,346,191
200,342,184,219
94,370,88,78
255,323,369,384
74,205,169,116
107,295,332,350
232,291,53,388
251,384,41,144
269,198,152,26
389,104,214,330
51,182,64,345
146,218,338,314
234,125,72,67
248,321,279,179
183,388,169,80
208,240,92,387
149,396,259,49
114,164,386,95
32,152,106,234
90,316,398,197
164,261,207,182
162,318,129,239
43,291,172,285
302,198,124,174
335,355,367,142
104,301,220,36
108,296,241,162
70,113,244,161
141,155,154,137
97,87,167,190
355,196,227,337
268,74,384,351
49,142,124,21
288,139,218,226
378,382,101,219
209,148,267,351
275,357,153,91
49,226,46,391
253,212,275,264
251,79,106,27
71,340,107,162
316,194,149,229
73,396,229,300
173,112,379,49
133,191,306,36
258,255,56,188
400,224,357,240
143,366,217,203
330,82,44,210
361,59,173,329
239,222,351,88
64,50,99,183
362,123,396,55
230,131,364,124
84,43,85,261
370,52,59,371
134,291,58,291
249,75,125,50
59,145,104,257
125,274,274,331
147,179,52,253
337,166,326,34
236,353,233,375
269,214,264,180
237,300,232,343
221,308,302,133
283,294,397,394
209,390,171,122
100,82,47,364
245,108,91,142
65,84,391,173
164,39,86,308
378,100,215,303
104,184,253,309
307,96,327,67
259,134,309,49
217,347,218,130
394,216,162,365
394,58,292,62
227,73,95,86
331,271,303,396
121,241,189,146
289,259,352,294
96,226,94,225
199,176,169,348
20,282,45,321
362,77,178,113
184,232,37,350
244,234,237,122
27,246,254,42
108,256,363,83
210,333,280,292
228,338,192,132
51,230,125,133
119,315,87,287
76,245,283,128
203,59,29,297
24,282,376,209
56,352,297,61
297,98,242,150
187,391,364,327
136,82,221,124
51,367,245,65
51,365,49,77
102,89,212,378
285,201,88,88
170,129,160,39
300,111,59,265
103,112,44,243
264,225,121,326
72,145,51,315
391,314,260,117
329,352,368,101
184,156,261,384
155,216,166,281
339,383,282,271
104,86,357,186
399,141,199,385
349,199,37,257
82,226,153,239
111,233,379,242
237,61,201,75
256,374,314,252
390,336,350,346
249,381,338,168
210,43,236,240
139,290,266,43
104,169,148,375
207,375,123,68
227,97,256,352
253,158,156,318
133,240,78,129
81,56,236,107
293,255,172,216
78,353,361,241
314,376,148,239
343,213,54,103
361,217,277,389
308,145,223,213
357,183,367,103
86,271,253,67
255,122,195,124
277,104,117,159
92,123,189,122
152,161,343,282
200,21,312,120
381,285,114,47
331,27,98,207
385,104,357,153
87,227,38,123
298,23,53,40
271,158,210,109
265,253,66,194
266,336,250,262
366,139,271,273
87,48,392,341
30,233,133,296
364,276,83,130
237,359,266,207
329,55,238,342
207,396,65,326
393,297,69,97
272,336,273,369
371,103,323,378
357,36,84,267
366,336,50,365
299,237,269,87
89,370,347,243
377,146,301,60
396,253,354,177
387,240,165,214
249,264,199,72
345,89,331,205
290,194,74,326
248,354,166,319
46,382,68,178
170,159,305,21
78,275,357,373
351,84,21,148
384,260,306,88
82,146,201,386
316,347,140,220
388,265,241,91
240,119,124,371
400,295,266,280
315,222,269,125
71,300,358,119
273,317,301,378
297,307,154,304
127,44,54,177
115,326,75,84
253,372,164,295
185,380,398,166
323,56,147,300
96,162,348,116
73,114,344,344
195,122,255,101
94,249,194,318
83,300,142,44
291,173,139,219
62,180,81,396
297,172,38,254
206,20,299,192
95,46,215,283
63,114,365,309
286,191,39,149
301,36,118,59
179,252,360,233
122,319,73,189
21,196,386,147
366,374,368,96
150,279,392,321
33,276,354,299
175,82,288,375
63,357,280,354
320,234,390,52
338,335,383,42
149,173,155,369
197,212,83,329
202,145,332,166
310,387,307,397
287,74,328,101
109,272,339,196
362,68,131,173
148,172,150,288
232,113,219,326
354,394,150,124
317,365,263,304
312,111,163,397
120,43,276,372
395,275,160,221
32,261,315,179
355,323,311,399
230,113,87,152
198,92,359,130
339,123,209,183
295,325,357,38
383,389,246,250
340,122,316,54
262,58,345,277
262,33,356,111
148,176,379,70
203,262,275,41
126,148,295,331
259,256,234,330
101,191,305,355
244,142,391,312
225,237,241,131
305,397,82,256
64,372,326,42
152,39,136,161
43,268,237,380
363,238,342,259
378,356,305,306
126,95,252,110
337,384,337,277
335,90,289,329
236,220,22,393
128,381,211,177
163,303,343,357
331,371,71,204
252,192,151,54
361,109,69,308
252,234,171,85
260,376,271,169
86,144,312,42
119,128,165,363
375,227,90,385
82,234,262,289
22,171,203,99
181,245,348,320
390,317,64,235
209,357,158,161
189,43,367,328
210,35,330,254
226,54,170,249
393,221,253,138
385,186,237,374
291,184,100,130
37,159,309,239
144,235,163,375
350,255,117,308
151,370,58,351
185,367,268,247
397,106,66,243
111,117,340,289
35,393,92,36
55,217,46,326
330,176,365,148
48,373,171,173
225,237,246,343
139,126,313,352
148,342,173,211
102,307,227,189
200,209,108,258
303,330,313,177
319,271,288,89
215,183,276,99
313,60,99,380
47,369,53,192
298,55,187,186
282,223,241,229
56,277,107,65
389,356,307,124
87,142,138,397
216,183,108,287
51,323,341,23
93,209,119,145
326,315,34,285
361,186,398,83
137,295,396,234
29,339,223,73
373,142,375,316
240,162,76,225
161,357,139,129
40,386,275,108
306,257,90,175
83,255,252,121
330,30,58,103
104,190,48,112
376,140,382,272
127,300,341,263
299,277,45,170
311,316,369,337
176,66,324,207
320,137,244,233
358,246,303,132
345,287,304,313
215,117,364,138
265,189,388,62
173,314,53,342
367,87,54,307
368,150,222,180
240,156,289,371
41,27,267,356
30,356,109,217
81,273,260,65
351,294,311,287
112,198,391,118
138,274,27,171
322,207,273,392
48,319,286,167
312,23,385,207
330,307,294,324
38,321,110,305
84,142,216,85
340,68,387,245
146,234,324,95
22,278,346,178
44,301,146,55
173,255,32,370
324,69,249,184
362,83,58,238
288,290,126,314
303,239,186,209
294,137,277,332
346,108,84,215
167,361,154,295
248,169,146,101
391,206,336,100
45,236,155,236
172,180,147,79
324,398,279,339
287,282,92,169
40,192,352,381
68,304,222,114
278,108,230,101
323,238,84,349
331,203,133,181
77,224,188,99
182,207,298,49
216,155,202,83
84,38,256,330
55,190,261,106
82,265,379,96
337,351,139,370
24,384,288,220
204,83,237,378
45,82,21,255
69,317,351,156
274,66,399,44
180,149,394,357
126,64,341,182
260,230,382,337
148,290,164,185
220,211,219,172
359,182,369,194
338,343,313,228
157,175,189,176
372,222,20,195
128,261,367,392
290,343,247,322
253,228,222,382
84,316,273,193
232,88,362,132
205,253,179,289
235,152,64,97
68,314,388,181
236,185,233,22
337,311,325,328
349,193,149,148
222,56,343,314
111,394,236,235
328,29,356,352
185,303,303,288
360,53,34,146
393,282,218,119
201,361,302,384
333,118,365,75
133,273,152,397
269,129,44,40
71,375,338,134
365,107,89,354
223,22,122,89
331,361,212,281
305,333,27,50
297,344,388,240
211,318,390,279
112,208,49,35
173,135,101,83
37,191,194,32
363,299,246,370
102,393,76,267
375,384,161,229
170,64,176,295
239,80,303,279
160,325,70,118
170,185,233,203
122,143,28,140
326,313,219,76
28,56,147,59
153,74,105,84
89,52,182,362
56,336,326,62
228,258,387,189
278,391,199,128
216,122,237,110
383,81,340,49
188,357,136,59
31,240,236,280
382,172,358,152
216,275,80,209
321,178,268,50
311,48,214,259
63,370,195,237
173,189,23,28
387,330,370,152
189,241,25,249
270,392,278,172
87,51,351,320
364,242,77,78
129,218,116,66
262,343,30,362
160,118,256,65
260,337,346,141
250,226,109,335
23,181,380,389
373,372,343,223
297,378,327,53
157,256,369,47
397,87,76,66
193,323,229,223
134,194,103,353
157,95,61,352
120,262,160,263
356,342,121,65
172,273,280,206
327,36,368,183
110,175,389,106
163,70,275,338
215,226,32,249
210,380,345,221
107,191,384,253
277,181,281,134
41,306,251,147
224,288,65,50
146,332,215,255
195,164,114,70
195,85,198,284
279,390,322,326
271,108,346,285
209,331,307,64
220,272,240,138
340,255,154,27
82,75,51,205
319,131,307,327
212,67,390,245
62,49,250,95
90,314,270,225
245,282,102,117
251,56,346,55
78,166,198,279
232,244,305,146
277,394,245,333
218,276,391,125
373,101,268,314
252,160,346,30
82,283,136,396
258,249,301,265
103,373,51,371
329,183,37,377
227,389,35,374
239,283,378,251
216,72,362,161
137,241,77,255
320,161,138,239
161,340,186,339
172,345,159,41
276,73,60,115
250,111,140,254
210,216,186,104
197,25,357,69
361,298,346,68
358,301,72,99
213,260,196,163
300,227,274,400
364,54,45,181
91,98,156,221
238,252,268,266
369,352,178,164
356,67,156,94
56,362,330,158
266,162,361,257
42,197,216,54
214,302,90,344
395,241,244,275
293,32,166,239
299,226,199,368
235,72,195,214
357,377,290,58
185,335,60,262
223,117,175,394
170,218,192,326
171,27,46,162
221,340,336,353
196,334,350,216
239,284,117,303
400,245,211,69
133,237,287,97
290,307,73,304
341,390,65,317
300,262,276,70
355,210,143,258
51,339,215,42
49,229,78,105
87,55,257,51
381,247,371,147
135,90,342,84
193,243,385,26
293,336,69,32
60,112,392,228
116,221,328,318
255,97,130,328
157,309,252,96
90,276,215,101
81,29,196,88
353,81,131,294
342,112,84,328
312,142,256,203
244,227,350,215
66,307,106,141
20,282,147,321
40,348,74,195
333,291,103,244
177,156,365,69
154,252,181,218
20,341,87,336
54,105,230,222
320,292,218,312
261,140,313,39
78,130,173,364
125,292,351,130
394,262,245,144
226,185,39,202
125,253,243,247
313,268,363,355
345,350,361,296
172,68,224,358
400,142,369,176
55,334,321,126
356,142,49,137
128,287,252,266
244,167,36,86
175,65,383,219
225,399,172,317
81,166,319,154
180,390,69,57
38,104,244,83
259,107,41,57
235,323,167,209
85,139,297,398
124,251,170,341
57,246,351,108
213,58,129,31
55,122,176,196
196,279,208,146
38,89,276,137
283,145,318,295
366,283,230,65
231,178,322,326
128,266,269,339
272,66,358,186
163,346,48,298
249,35,104,283
117,346,361,222
123,225,159,41
387,96,166,103
149,79,333,48
180,147,303,122
25,155,62,321
159,362,39,257
102,382,281,291
360,293,307,25
314,136,236,92
140,290,267,203
379,220,366,214
381,316,353,38
170,349,363,28
287,104,258,400
52,206,103,98
368,105,92,138
116,241,356,206
352,191,160,107
329,370,316,91
277,270,62,390
166,90,40,350
337,299,356,360
234,142,165,341
294,353,163,35
150,272,213,292
99,219,301,153
29,144,158,42
124,56,357,31
251,399,120,203
79,355,284,280
170,224,256,217
150,281,187,83
78,350,391,73
278,84,286,33
61,284,256,175
143,262,69,178
270,59,361,314
31,234,260,98
396,29,308,190
306,213,110,146
94,111,25,164
252,203,201,130
114,320,107,56
342,77,295,237
197,347,42,265
168,303,364,224
183,236,112,198
127,233,115,129
172,341,33,207
255,172,40,271
160,55,152,165
106,292,272,229
252,30,260,382
187,298,249,287
33,216,260,330
398,53,164,393
208,155,45,327
64,280,77,198
96,372,280,80
98,399,44,293
299,371,103,255
392,87,387,281
316,201,324,60
363,87,322,163
38,255,193,84
36,80,78,267
236,42,326,236
133,177,158,393
150,122,197,370
370,274,299,169
134,98,369,206
81,107,154,185
80,342,335,361
238,334,110,221
148,155,176,393
56,168,215,342
162,195,207,240
90,125,28,74
336,87,193,23
372,178,39,382
363,127,177,71
158,250,294,285
214,223,144,176
191,81,233,118
116,316,25,254
324,179,42,384
67,324,24,248
284,199,337,109
226,384,186,346
370,236,394,296
107,88,145,314
240,167,89,51
396,216,389,177
205,189,90,291
152,213,176,107
395,299,360,114
223,281,147,92
243,136,135,295
118,259,380,309
33,30,337,192
51,326,246,301
352,251,242,354
48,327,277,284
255,73,298,75
174,192,339,44
132,265,72,348
156,228,228,171
88,200,400,245
393,258,349,256
70,112,258,377
89,390,317,372
334,382,41,104
187,158,224,27
264,40,179,112
229,316,49,36
203,119,46,194
145,398,276,90
65,313,56,210
359,162,322,286
60,51,276,55
194,220,112,205
64,362,400,113
228,155,66,250
315,76,368,146
119,315,396,103
196,300,345,76
170,132,210,94
269,400,400,209
91,357,63,46
366,28,387,332
129,220,215,82
69,360,239,367
367,60,151,188
372,68,108,347
261,180,376,328
324,376,128,42
368,46,310,74
67,21,148,86
354,241,300,236
125,291,238,300
30,75,261,310
253,377,260,284
381,320,245,319
89,237,195,397
165,90,398,88
396,211,114,134
120,303,400,49
211,192,371,252
314,122,109,346
190,207,224,43
317,76,165,33
379,59,68,215
164,255,353,212
306,165,110,368
30,361,66,235
234,127,304,75
213,225,165,71
223,92,293,285
117,146,85,380
157,27,379,109
385,356,109,97
21,259,207,113
267,20,60,72
174,248,325,385
214,314,391,228
76,94,396,388
151,388,263,299
399,382,318,167
242,174,133,221
213,383,193,287
287,59,204,179
93,158,191,385
96,112,182,386
233,277,129,314
347,293,85,69
108,94,117,168
40,363,35,314
260,363,156,214
79,331,318,105
277,33,323,44
392,378,380,200
306,127,332,378
175,212,281,281
223,278,70,264
249,225,74,89
161,24,381,363
227,170,267,285
370,219,283,74
191,155,26,246
167,53,344,398
82,374,347,322
63,109,138,271
140,287,183,168
52,262,210,140
32,127,83,172
67,263,145,99
185,306,72,373
302,34,353,282
116,97,170,228
274,284,187,103
196,327,58,61
286,302,244,214
309,391,279,309
245,93,268,86
185,219,298,104
42,340,75,210
26,60,286,364
231,59,317,362
394,212,142,130
232,164,315,20
29,151,363,165
337,85,177,230
41,259,156,230
243,45,337,198
212,178,184,162
170,196,112,48
262,168,297,270
90,30,209,45
375,269,160,138
348,231,335,151
354,109,159,295
82,63,122,359
255,385,121,279
286,127,172,229
167,143,192,204
134,176,324,138
340,42,33,72
257,253,69,106
188,335,155,361
71,399,155,303
272,370,157,53
193,127,159,262
356,275,391,111
38,27,248,370
61,46,129,247
137,282,298,241
200,125,285,313
306,145,166,231
365,104,197,338
165,194,119,242
91,354,182,310
40,63,20,143
143,121,115,193
224,308,284,126
145,168,266,380
196,168,360,284
175,85,105,148
384,29,151,32
50,229,177,199
113,50,306,60
281,341,65,227
49,103,347,345
266,264,126,94
379,373,179,257
181,55,261,249
244,234,355,318
239,145,315,119
147,217,55,363
112,69,237,148
359,157,131,345
190,194,22,28
325,133,125,397
389,192,67,387
187,260,311,149
155,306,47,102
269,106,232,325
290,380,245,95
362,72,206,269
396,303,360,196
256,300,20,235
88,382,376,386
206,46,74,293
294,32,116,331
214,160,152,139
171,194,30,170
192,51,260,366
74,144,349,151
274,264,331,343
150,58,215,98
330,379,142,250
369,219,91,337
124,217,144,100
39,107,299,198
182,234,113,105
65,298,54,183
32,87,217,298
339,152,244,353
364,186,62,124
188,339,109,282
70,144,91,186
319,131,268,352
264,330,226,199
98,367,315,385
393,75,382,341
172,60,72,145
320,389,211,241
222,292,213,396
257,255,85,298
26,120,96,102
345,203,389,370
237,75,313,45
339,76,206,62
318,118,317,318
380,224,37,125
399,251,329,49
293,387,313,191
22,24,268,288
185,161,301,319
334,22,95,389
67,43,90,75
24,121,177,295
384,112,62,82
113,107,146,172
324,341,172,57
240,108,201,35
287,237,286,399
198,46,68,228
118,262,146,288
191,170,30,234
188,26,268,188
100,34,150,150
298,132,203,293
253,88,111,321
109,169,91,84
196,65,321,292
387,164,118,376
57,186,262,162
346,174,196,362
326,129,330,222
150,270,211,70
24,316,266,346
204,107,291,343
96,149,99,136
314,207,268,310
180,206,236,156
174,389,269,59
62,382,86,388
33,355,44,168
65,312,321,40
332,255,309,62
90,307,121,82
231,368,313,193
245,128,134,221
142,84,169,336
319,90,188,52
399,69,297,85
209,323,176,389
76,247,127,206
55,323,118,79
270,224,225,246
343,385,357,387
177,291,297,184
118,297,160,220
21,376,63,144
273,325,106,394
314,310,106,262
370,240,101,105
199,344,271,357
251,112,102,338
183,333,302,361
207,230,382,188
202,291,24,140
96,321,153,400
23,280,246,133
390,175,30,156
139,249,387,69
56,97,309,85
300,35,43,195
275,277,128,183
324,343,202,96
191,241,260,209
