Col1,Col2,Col3,Col4
39,284,352,309
129,372,346,220
308,137,83,152
64,74,373,70
258,298,281,255
190,384,239,347
125,169,290,384
158,176,376,180
360,172,21,319
238,152,135,370
380,226,130,250
327,384,128,358
328,204,241,297
313,217,160,158
187,315,338,324
109,188,56,249
265,209,325,287
219,134,379,176
153,112,200,276
99,223,399,35
166,337,277,51
306,95,365,168
140,75,200,123
223,375,200,94
171,305,171,70
209,304,137,30
122,312,86,113
267,169,194,188
323,45,247,382
128,250,152,58
199,180,100,294
188,131,294,372
257,166,75,90
179,133,64,99
345,183,261,115
315,269,194,60
244,166,190,385
142,338,168,84
149,176,275,165
245,131,319,143
140,301,204,102
263,20,77,109
53,192,130,310
143,339,83,152
80,290,277,140
164,85,180,32
368,237,306,235
106,120,384,166
169,180,351,140
217,297,23,128
369,199,266,306
35,175,29,228
337,58,288,228
92,357,383,212
352,194,154,337
315,77,91,44
179,121,193,61
159,44,327,360
48,358,243,306
397,206,331,238
43,275,370,303
200,260,34,224
347,253,123,320
343,144,94,137
78,180,43,98
113,195,318,388
107,343,199,326
338,228,351,251
204,384,242,206
87,383,151,295
291,193,227,289
21,174,167,310
374,240,316,195
236,154,233,150
23,31,365,39
122,372,195,42
46,139,312,251
358,380,266,298
309,217,400,384
314,152,49,248
362,50,134,43
126,60,156,173
202,69,289,241
280,310,309,198
112,364,128,58
354,167,107,375
143,318,282,399
384,154,274,78
139,98,226,257
89,306,170,376
20,302,249,134
103,65,133,180
86,370,113,359
396,116,83,247
196,44,163,321
105,379,145,21
45,125,211,263
36,363,105,57
282,215,344,53
241,161,24,135
290,41,367,73
219,254,220,282
175,22,185,361
112,217,47,184
127,264,366,361
98,303,126,342
100,228,266,37
299,134,364,350
114,299,150,237
384,168,324,346
90,29,321,290
341,334,87,379
228,123,251,87
329,217,85,138
69,73,373,46
362,36,85,391
66,197,316,373
117,273,294,308
346,35,316,253
185,191,168,336
392,45,321,275
31,188,33,376
389,129,215,391
148,229,379,309
61,191,112,257
365,185,73,41
388,225,305,362
350,108,204,236
131,247,57,223
93,360,198,98
362,333,126,176
240,391,31,374
400,298,176,94
193,165,149,296
361,236,363,213
134,22,146,230
345,381,155,294
324,352,284,365
109,248,335,391
240,75,249,269
221,307,310,133
255,385,191,46
156,295,40,149
298,187,327,167
207,269,25,178
157,298,230,340
223,224,124,355
264,100,72,32
145,375,48,144
367,47,252,369
25,328,354,72
86,34,300,177
221,324,314,362
209,154,115,394
274,210,160,65
367,107,127,241
56,190,91,321
339,129,127,286
261,311,309,81
167,248,242,171
311,364,46,42
61,98,195,372
58,378,272,77
87,131,22,23
253,292,307,306
399,29,359,369
200,129,199,285
99,216,119,270
314,132,120,267
125,148,22,27
209,65,262,356
359,55,197,113
197,297,70,63
240,46,195,296
37,211,190,159
298,135,96,398
169,180,306,135
264,328,47,386
89,62,384,295
393,65,135,222
138,284,192,327
196,321,83,294
95,392,259,146
205,183,27,223
400,42,400,58
323,76,231,194
311,288,312,36
310,344,400,58
29,109,332,296
73,341,190,183
159,217,55,41
326,383,30,135
384,96,178,373
352,168,138,171
341,105,330,204
322,96,224,226
197,52,127,72
397,207,350,88
153,92,108,65
264,286,303,114
40,372,332,302
229,88,44,173
268,294,241,214
87,227,243,78
220,393,199,280
221,227,397,158
176,153,325,242
56,180,387,347
49,137,96,136
349,386,114,68
142,280,335,399
288,396,358,179
324,138,95,271
173,270,110,110
218,38,393,144
24,266,253,266
211,51,320,51
215,340,51,50
286,161,151,280
56,393,243,357
152,48,191,295
397,84,50,380
251,108,211,265
384,245,361,125
105,252,200,351
279,379,142,32
209,391,50,63
234,73,47,72
166,168,169,266
340,87,131,218
115,221,310,240
20,232,286,368
339,337,57,181
338,148,32,210
78,353,276,245
104,225,275,60
110,91,34,356
130,164,177,361
111,243,399,108
319,172,297,375
174,164,43,388
320,355,64,72
360,399,180,110
75,394,287,27
147,30,191,191
312,36,104,362
219,58,141,267
331,77,117,46
326,376,119,309
297,395,69,244
263,140,168,182
372,62,88,51
121,192,259,116
210,131,259,328
269,156,35,71
144,28,324,369
328,36,393,154
40,34,335,140
76,59,300,374
141,124,205,294
108,366,140,355
391,335,266,306
124,134,341,23
308,93,42,242
325,163,81,313
382,394,64,224
296,263,285,72
306,369,63,163
388,270,218,287
351,244,335,51
223,20,84,166
125,395,53,365
240,56,189,310
156,292,24,156
119,378,188,297
249,265,189,80
76,267,293,249
32,314,305,185
43,101,239,356
28,399,111,32
345,193,147,153
271,321,86,395
269,337,197,82
147,71,221,185
69,329,395,121
182,101,216,329
308,53,242,123
44,257,311,136
322,23,185,35
164,337,292,176
88,171,277,40
149,205,133,251
129,164,281,50
263,234,248,132
340,226,391,364
317,157,124,142
367,249,126,395
325,243,121,296
52,109,191,152
145,20,257,216
400,137,33,112
224,273,378,282
137,105,268,101
336,167,37,251
183,197,236,143
134,303,147,346
133,46,110,38
87,84,78,174
79,38,214,56
152,131,323,321
147,150,40,350
73,360,189,306
355,226,380,139
63,251,230,185
374,159,356,76
77,65,329,296
29,101,111,373
107,40,85,221
360,123,353,40
294,105,104,270
158,396,167,46
364,57,251,121
117,170,295,137
106,139,361,177
163,265,241,329
290,175,114,278
191,153,58,164
349,257,215,319
58,131,289,128
107,280,88,389
364,109,123,197
191,400,80,390
384,366,92,234
90,106,141,221
268,382,186,234
281,295,115,375
267,187,312,91
27,158,307,326
47,253,101,68
164,305,150,215
210,228,234,194
248,241,45,27
332,107,364,62
128,225,72,41
182,371,76,399
359,95,30,334
132,273,154,110
246,237,375,282
112,109,338,254
136,308,339,221
59,177,236,72
303,348,331,193
350,94,207,104
195,77,52,331
34,112,49,60
23,368,42,75
29,360,219,191
253,110,267,370
332,81,134,125
92,316,305,335
303,99,301,192
223,115,140,180
321,331,231,156
336,76,121,365
180,154,370,265
357,153,233,250
84,394,293,239
390,82,175,166
310,393,197,255
323,345,86,200
301,197,389,151
126,251,149,376
360,22,134,310
285,383,349,228
351,338,201,76
151,357,379,270
103,301,291,69
53,337,59,163
213,233,360,219
392,193,209,184
327,346,373,287
40,29,323,72
107,178,322,40
313,137,309,209
104,379,190,190
92,120,172,196
252,128,188,73
74,76,216,357
111,270,101,390
327,187,163,89
345,391,219,303
54,294,338,218
337,213,354,71
169,131,125,126
28,143,174,231
120,396,177,183
220,386,149,310
267,388,186,34
44,71,307,239
21,72,202,90
321,106,276,199
344,122,218,52
332,38,57,126
183,145,217,314
329,298,135,271
299,277,190,129
393,336,213,82
221,223,44,135
53,79,375,374
320,283,126,331
292,201,81,249
356,203,228,157
340,229,396,190
171,176,115,303
370,93,183,376
287,136,108,303
321,327,356,175
327,118,158,313
309,336,330,133
305,182,115,398
32,143,241,264
221,299,279,393
215,20,399,336
369,166,162,183
210,361,397,184
347,101,106,330
382,142,221,208
274,78,297,328
177,259,118,135
43,212,34,48
282,371,290,117
27,391,37,135
45,91,329,372
108,135,83,193
380,80,33,303
34,127,72,261
399,192,248,33
395,21,208,222
379,247,366,25
358,160,321,333
311,40,312,171
320,102,225,286
66,79,73,331
308,136,295,315
82,345,119,219
70,279,344,134
230,360,267,128
166,62,170,373
335,257,61,26
304,70,247,324
38,62,195,209
265,334,253,319
79,105,212,287
31,275,20,180
170,235,297,284
394,145,305,350
99,347,146,216
169,153,132,187
378,186,23,43
217,344,187,211
245,86,252,329
171,281,42,40
232,364,141,167
157,351,397,354
375,95,139,164
367,164,383,135
250,43,300,89
323,172,311,156
118,180,78,62
100,199,163,373
331,109,350,247
38,339,277,255
26,321,340,50
208,200,56,329
362,323,308,373
124,218,25,207
260,21,83,213
129,67,298,75
195,157,346,261
45,386,247,228
56,225,144,200
323,316,172,27
133,383,191,186
385,342,64,400
88,71,178,260
163,359,180,275
318,190,357,295
101,197,293,166
58,218,258,55
235,221,368,93
210,286,96,219
261,380,209,136
63,145,257,181
271,219,325,178
159,330,237,215
259,73,159,196
130,313,278,45
335,380,212,250
362,211,222,117
78,168,205,199
108,198,140,190
326,299,72,307
233,161,327,340
355,224,245,276
197,80,354,390
301,269,259,167
273,254,388,211
380,193,300,221
157,253,148,324
126,34,279,132
152,237,387,64
111,253,235,216
142,349,328,328
85,153,385,33
104,266,208,320
278,131,230,194
329,172,33,28
60,54,27,27
142,44,337,73
340,41,322,281
62,47,95,339
299,134,67,90
48,221,86,108
383,34,331,29
244,400,342,267
70,181,374,274
190,42,365,339
317,137,33,367
351,246,240,135
366,300,310,168
221,320,209,164
152,87,291,223
265,167,32,20
275,257,320,32
102,36,293,219
137,379,286,372
241,287,257,115
356,98,153,396
31,128,67,85
354,269,177,254
344,260,109,376
224,206,133,332
267,310,134,270
295,184,391,301
43,122,278,111
267,99,155,366
352,56,312,326
376,283,193,272
267,275,48,53
66,312,208,21
271,297,24,234
337,334,292,152
299,243,363,86
368,237,317,258
159,95,231,75
33,40,270,121
332,361,78,85
103,21,59,304
166,74,224,84
71,188,141,98
83,381,213,205
135,396,117,362
93,83,236,307
43,47,309,374
317,113,391,284
44,361,74,315
314,169,199,379
262,348,181,282
227,85,379,33
290,77,120,216
299,106,69,223
345,28,387,366
148,137,382,92
39,93,225,336
84,107,267,319
106,63,110,173
151,126,375,369
250,119,390,160
221,267,155,72
76,184,31,91
80,357,133,184
319,94,130,190
396,212,232,331
230,98,375,189
351,114,95,243
62,234,388,355
367,151,340,380
147,250,276,68
101,211,354,169
351,199,341,282
341,134,160,45
222,373,123,55
139,296,59,58
277,342,231,255
87,376,399,211
31,131,249,342
370,341,171,161
108,147,346,397
276,119,30,228
203,355,313,23
360,125,149,228
341,245,82,216
374,339,20,398
191,164,139,303
121,325,98,154
144,183,136,189
307,388,263,133
107,65,96,168
400,327,146,243
161,343,321,340
216,193,258,345
81,163,27,273
64,146,249,88
196,348,36,213
251,258,338,168
141,372,86,317
29,178,217,255
296,45,222,200
227,357,344,375
229,108,319,292
81,228,385,124
221,287,366,354
329,41,201,329
102,256,76,239
252,272,279,289
261,89,117,85
230,242,349,180
373,74,365,251
240,35,327,75
220,397,43,57
42,194,356,166
277,311,367,258
152,303,382,214
265,316,225,47
381,364,136,260
135,41,242,209
361,102,361,353
125,129,124,372
377,148,132,129
22,247,277,200
137,183,376,394
397,286,21,328
57,397,64,230
71,394,35,227
274,360,202,113
353,81,60,43
84,189,30,116
317,140,109,122
257,391,206,280
110,365,357,398
398,26,59,97
74,40,265,76
317,398,138,110
189,301,207,357
398,372,213,232
190,246,83,198
212,225,171,366
301,326,373,285
244,279,329,120
121,87,329,344
272,64,115,28
104,57,312,350
65,306,60,358
109,388,376,148
326,308,111,375
363,383,156,165
48,310,185,304
315,304,380,185
227,328,165,68
77,84,235,256
360,152,143,337
266,283,210,59
101,382,22,187
227,34,247,156
95,101,25,385
362,348,267,201
55,296,369,290
248,39,33,25
347,74,45,103
333,236,148,215
399,132,86,348
371,165,315,334
172,337,276,168
121,130,286,132
111,382,266,170
131,326,149,37
270,194,234,58
368,394,270,334
384,85,348,231
22,94,251,146
21,200,106,256
384,228,77,188
92,71,140,366
238,154,82,89
266,384,44,305
287,95,104,246
188,220,203,319
381,101,232,321
86,126,174,206
162,98,97,269
191,172,71,376
137,112,114,91
156,388,115,380
338,100,25,378
162,181,115,270
299,222,313,200
264,218,161,173
113,397,370,267
70,179,132,317
386,239,171,35
183,92,255,275
232,342,201,179
50,181,162,268
185,41,178,315
138,20,196,122
221,38,373,173
33,348,365,286
269,54,63,117
395,146,241,263
173,100,238,358
149,294,359,136
47,324,394,219
369,357,131,80
329,374,41,399
307,201,210,20
205,352,269,188
394,283,180,128
41,177,146,398
372,284,400,59
349,250,310,195
344,307,385,311
311,252,25,390
362,24,23,240
223,252,286,78
220,38,72,140
150,362,30,298
390,200,262,248
96,305,374,207
157,231,99,110
329,275,389,317
263,296,270,141
226,378,219,160
338,73,207,159
120,110,364,96
227,358,137,94
157,359,53,389
47,269,400,175
144,92,22,274
395,79,271,193
246,133,153,51
390,62,379,297
243,282,390,37
361,254,241,397
242,138,352,377
326,57,102,119
95,73,107,29
200,244,38,216
368,365,20,32
58,256,206,49
213,323,115,98
307,200,105,357
178,363,295,382
314,379,311,41
122,106,398,378
300,394,104,358
371,70,133,104
214,202,324,238
155,140,142,309
339,250,250,173
179,67,63,206
117,309,262,42
166,191,138,80
240,35,92,79
237,128,297,189
399,86,102,297
88,89,318,306
56,76,89,368
75,241,62,27
297,244,342,371
393,45,60,193
237,213,154,279
26,136,78,27
227,26,90,53
400,398,126,390
238,204,345,364
190,286,343,311
287,292,243,353
150,90,350,137
96,354,307,298
181,116,48,125
141,69,310,337
300,60,322,399
60,86,79,26
378,235,192,118
316,295,251,182
309,386,157,262
170,377,310,323
274,177,256,81
95,23,377,66
98,126,148,187
28,260,340,72
185,69,135,39
231,233,214,274
195,175,157,284
230,60,131,378
319,374,63,146
30,365,75,339
34,220,304,110
94,310,369,392
225,130,227,60
309,188,240,248
55,107,349,359
190,312,52,68
200,195,357,157
226,33,33,56
317,219,85,291
186,290,222,337
120,365,397,98
240,313,320,34
242,140,177,174
104,364,383,391
271,393,310,215
248,361,215,238
185,348,92,233
197,23,393,347
142,400,387,367
278,278,78,216
339,44,145,249
168,88,390,360
176,248,306,309
195,149,80,320
165,389,138,213
229,21,81,354
270,130,302,22
290,289,264,371
262,36,338,192
385,49,326,35
130,307,115,48
164,127,294,358
25,301,308,75
355,354,237,206
109,350,320,155
131,240,201,292
140,142,58,310
342,354,33,338
100,211,107,370
346,373,352,63
328,28,263,204
140,134,176,213
335,222,314,24
69,396,155,21
368,268,315,385
129,261,107,77
44,45,286,367
365,39,205,40
286,400,354,145
60,269,187,358
309,270,69,155
112,276,345,191
281,241,192,45
62,78,104,259
323,338,56,287
45,65,192,313
187,359,282,85
392,269,118,22
183,159,76,58
228,352,262,120
284,190,200,94
287,148,306,351
347,200,375,166
158,87,326,57
323,121,298,51
216,134,255,32
250,149,181,218
352,359,367,303
26,297,335,165
345,168,214,161
256,148,366,165
155,144,120,127
282,145,188,331
250,130,159,317
201,83,116,345
219,113,310,26
232,86,98,346
139,65,322,382
219,270,392,173
260,222,136,298
218,44,306,372
323,320,177,365
144,276,330,122
375,64,266,378
366,115,157,331
108,207,230,254
141,320,174,76
180,324,26,138
107,120,258,304
126,241,38,335
217,161,372,233
328,231,298,313
327,156,187,387
132,211,141,269
96,199,183,123
269,317,140,330
145,287,352,149
150,324,190,356
301,278,289,385
39,96,128,159
282,215,122,25
275,239,197,58
171,28,346,342
106,294,167,308
169,271,331,267
88,170,280,321
148,148,259,318
117,304,177,198
195,92,329,249
266,116,80,334
258,291,392,247
370,373,117,290
141,226,49,231
149,60,346,58
187,386,186,296
208,189,386,177
346,194,265,339
186,374,349,221
273,300,199,22
70,85,320,357
222,252,214,119
130,36,75,97
142,348,223,346
62,383,129,240
336,290,115,85
242,269,268,167
75,91,152,389
249,247,362,175
326,216,369,271
52,275,110,320
71,125,253,250
254,38,162,340
208,78,63,243
179,226,139,260
115,72,190,382
138,232,134,307
58,298,208,159
389,289,74,323
118,57,295,295
223,55,212,256
44,314,283,354
351,300,58,363
250,156,36,221
313,74,387,85
337,385,187,99
206,253,366,210
300,257,51,298
390,183,291,217
160,257,345,133
312,335,361,396
28,355,196,217
130,66,307,126
177,211,28,110
372,248,258,363
260,61,191,347
349,161,344,329
37,259,40,177
334,298,115,217
25,295,99,259
157,75,371,180
136,341,176,93
89,220,339,154
171,113,203,339
363,50,38,130
366,219,270,110
181,332,250,233
263,67,368,28
338,336,125,155
105,34,27,146
259,188,42,70
41,201,349,44
125,98,47,55
210,100,60,188
303,159,269,136
72,225,213,180
114,357,313,120
41,219,254,214
22,109,308,25
243,371,106,183
298,347,385,295
312,340,277,268
55,33,169,125
173,321,191,202
253,344,129,52
317,314,385,284
189,334,287,110
82,345,251,238
88,183,61,326
248,200,94,362
333,227,314,322
365,326,289,391
351,345,317,253
372,273,303,284
237,52,197,203
168,157,69,89
76,82,332,326
301,187,190,163
157,175,243,87
340,118,155,224
220,56,354,182
146,258,82,304
42,311,332,378
343,210,142,318
101,238,313,316
59,170,388,345
116,149,331,375
221,257,113,153
194,254,256,93
165,51,343,289
33,42,332,34
330,273,139,168
216,29,33,266
343,323,294,278
75,289,151,226
46,393,261,201
334,127,219,271
377,227,207,230
171,93,59,128
176,73,254,218
318,323,56,221
157,33,101,193
136,93,327,20
259,328,128,46
215,89,82,265
377,339,161,45
129,269,256,338
218,333,331,221
221,121,237,362
265,357,260,213
263,31,73,74
384,221,347,96
386,306,187,89
314,343,56,330
382,351,65,103
98,169,374,256
296,287,121,95
76,336,53,285
303,317,322,201
80,96,184,380
197,204,247,288
359,36,143,166
34,115,399,273
323,378,291,170
385,203,330,262
125,195,84,188
138,396,198,59
314,144,64,215
128,56,296,74
377,325,216,365
174,187,123,199
145,271,165,348
154,198,48,325
158,169,144,373
250,354,86,242
22,138,261,226
156,369,176,148
146,301,59,220
111,82,21,347
302,272,98,276
125,243,342,345
325,313,339,219
289,270,85,158
257,72,185,244
135,133,277,206
45,34,399,200
165,31,243,211
93,259,234,28
79,97,32,389
140,75,340,49
311,183,128,115
305,380,264,374
340,158,158,308
379,292,187,397
257,170,393,271
185,316,61,132
171,201,108,330
277,147,385,385
45,150,67,40
110,71,369,234
324,189,382,265
32,263,333,138
156,399,32,266
197,370,93,162
344,147,274,270
155,126,218,120
53,212,82,278
55,322,315,281
209,66,95,322
279,165,368,327
377,367,63,210
296,282,217,397
252,210,324,124
264,325,100,292
287,345,373,347
275,391,356,304
348,264,91,322
152,350,257,49
274,168,155,109
119,229,147,117
111,161,248,103
128,257,268,367
256,374,371,120
255,35,334,145
72,68,52,158
218,220,345,182
233,219,371,347
323,130,322,102
69,350,298,175
28,175,286,318
232,322,149,270
352,63,377,97
358,346,180,291
25,236,202,196
265,397,62,115
207,384,133,277
237,101,395,162
167,104,240,289
51,56,393,110
269,226,252,354
258,230,43,150
49,381,273,293
399,87,252,237
350,100,134,362
336,278,389,338
212,341,285,202
45,105,162,56
400,59,120,55
36,123,115,288
252,238,71,199
89,373,131,237
87,64,319,319
112,261,399,286
105,20,131,176
102,130,256,257
387,106,115,30
324,243,233,148
323,296,198,214
96,391,92,216
160,396,146,43
205,86,233,304
134,368,249,274
293,229,107,99
102,246,22,261
247,314,397,193
322,107,242,396
292,89,283,119
387,291,313,214
393,73,236,367
104,40,51,97
363,169,218,324
81,321,59,297
361,81,241,72
45,143,143,268
119,346,254,28
29,399,188,178
128,180,153,350
360,160,50,306
56,340,211,24
196,124,94,143
347,24,105,368
374,396,171,365
269,286,383,65
158,30,390,309
83,71,100,171
163,353,107,282
259,259,350,285
352,387,398,94
123,329,87,204
375,340,102,93
359,345,189,55
123,29,120,338
346,334,70,388
120,268,185,279
84,373,187,27
37,354,220,373
188,22,21,71
41,363,207,384
41,257,146,31
146,171,310,148
323,351,180,364
244,42,386,392
155,358,23,271
228,179,258,103
149,73,90,169
27,314,286,266
219,374,230,109
319,273,122,347
339,228,226,82
317,376,389,211
39,327,270,65
347,115,53,392
151,153,80,212
358,343,311,118
269,93,233,50
82,36,49,331
190,233,284,279
176,293,310,196
211,394,31,150
170,244,190,95
67,211,142,66
342,178,394,64
167,138,339,361
297,362,31,51
334,365,66,234
256,301,70,122
224,285,63,160
371,173,76,310
278,342,283,283
394,400,369,320
217,305,313,226
189,160,208,312
44,38,104,336
33,361,179,394
27,249,341,51
89,62,341,375
268,271,397,222
378,28,290,338
289,150,30,389
126,38,362,229
321,190,320,136
111,221,75,95
156,28,90,111
80,108,23,109
36,391,171,60
303,53,238,235
259,349,389,45
119,118,117,123
268,93,298,77
86,308,298,64
33,213,393,275
67,325,109,332
74,395,160,113
210,98,368,67
337,166,111,166
123,317,162,358
203,371,270,375
172,198,395,175
113,199,95,299
288,97,38,177
106,270,129,84
400,375,232,167
27,104,72,129
46,59,21,218
370,267,298,22
391,202,364,278
89,137,198,231
282,186,86,333
93,175,367,160
332,372,227,208
371,190,33,166
35,335,78,394
293,282,35,114
361,51,168,351
58,330,390,105
323,37,131,254
71,253,139,156
309,273,311,305
166,105,83,104
312,398,97,46
28,77,140,32
252,334,149,42
368,297,106,27
109,80,194,107
21,246,116,244
285,369,130,205
69,21,329,359
113,23,355,247
382,100,147,399
209,343,152,370
167,37,317,390
42,372,286,132
64,131,139,23
121,48,258,176
365,359,182,41
81,244,158,109
325,119,291,122
120,231,29,167
245,82,112,221
21,163,144,366
275,272,133,311
42,183,130,63
173,222,328,239
169,261,142,163
49,169,318,264
325,218,103,92
81,233,126,39
129,49,257,31
39,316,66,306
357,89,269,26
30,274,332,103
331,349,142,20
175,160,38,198
160,136,359,90
117,131,189,148
179,303,36,329
179,322,204,380
85,283,166,59
256,345,335,134
282,200,93,361
27,29,236,31
26,76,314,124
22,313,255,295
145,268,154,223
325,326,158,159
87,303,371,332
392,374,247,28
170,267,53,171
255,66,155,50
230,187,322,324
312,185,370,317
293,329,154,379
187,282,356,255
307,356,375,169
196,144,161,105
54,360,108,180
178,68,207,148
309,295,31,69
71,292,246,343
72,310,189,294
344,42,29,208
376,57,120,69
151,364,200,270
329,81,302,239
367,42,316,38
347,186,361,113
358,90,95,265
71,73,240,373
139,163,24,182
165,23,174,271
149,391,375,236
273,387,252,278
238,236,280,36
73,236,82,252
289,390,146,269
219,22,91,284
389,139,381,24
397,285,338,277
46,291,271,78
76,271,206,338
132,269,59,230
134,254,68,378
119,363,174,381
358,88,215,175
79,174,132,41
249,375,351,87
334,172,59,134
67,51,206,371
116,306,274,55
281,311,160,155
241,382,280,299
352,114,185,152
119,86,257,36
216,258,62,230
104,341,393,99
320,342,267,378
388,341,337,277
286,258,61,47
23,24,106,253
192,60,272,172
165,374,77,268
327,341,251,302
313,174,43,296
271,308,91,220
75,348,392,340
390,173,388,61
160,32,187,373
306,81,37,178
51,121,394,326
181,390,184,355
319,243,62,304
390,141,259,322
146,382,298,47
123,309,230,283
195,166,39,178
337,388,216,137
189,109,372,204
385,291,53,376
232,142,227,132
312,349,81,162
38,336,369,322
320,150,392,97
379,305,117,369
393,308,82,302
98,204,297,323
64,272,394,396
45,87,394,261
231,124,238,133
304,339,220,38
329,93,355,400
112,303,278,336
247,174,262,239
232,196,275,218
85,374,324,55
336,110,254,377
204,321,230,130
68,237,395,308
37,321,218,77
69,387,43,271
196,366,26,172
67,375,183,135
312,114,370,264
38,64,259,360
294,276,31,36
389,262,345,55
91,212,316,179
66,317,74,86
167,307,239,341
336,28,159,51
230,131,359,85
303,34,379,319
41,180,87,45
394,47,139,218
356,167,39,202
375,160,25,218
276,200,389,32
308,156,217,298
